hinc,unemployed,age,married,migback,health,happiness
700,1,31,0,1,NA,5
4300,0,31,0,1,NA,9
1800,0,44,0,1,NA,8
2800,0,45,1,1,NA,9
2800,0,46,1,1,NA,10
2800,0,18,0,1,NA,10
2200,0,32,1,1,NA,8
2200,0,59,0,1,NA,8
2200,0,33,1,1,NA,8
2500,0,31,1,1,NA,9
2500,0,31,1,1,NA,10
2755,0,29,1,1,NA,9
2755,1,33,1,1,NA,7
4000,0,43,1,1,NA,8
3000,1,27,1,1,NA,10
3000,0,33,1,1,NA,10
1700,0,42,0,1,NA,8
1900,0,32,0,1,NA,7
1350,0,30,1,1,NA,7
900,1,46,1,1,NA,8
1000,0,54,1,1,NA,8
1140,1,64,1,1,NA,8
1140,0,70,1,1,NA,8
1950,0,39,1,1,NA,4
1950,0,17,0,1,NA,NA
3500,0,50,1,1,NA,9
600,1,41,0,1,NA,6
1384,0,27,1,1,NA,NA
1384,1,31,1,1,NA,9
1950,0,41,0,1,NA,5
1950,0,43,0,0,NA,7
3000,0,50,1,1,NA,9
3000,0,71,1,1,NA,10
1800,1,33,0,1,NA,9
1100,0,28,0,1,NA,6
5500,0,34,1,1,NA,10
5500,0,71,1,0,NA,10
5500,0,69,1,0,NA,10
5500,0,46,1,0,NA,9
NA,1,53,0,1,NA,5
NA,1,25,0,1,NA,6
NA,0,21,0,1,NA,7
3000,0,40,1,1,NA,8
3000,0,39,1,0,NA,9
1829,1,28,1,1,NA,8
1829,0,25,1,1,NA,8
2000,0,38,0,1,NA,6
2000,0,31,0,1,NA,10
1100,0,31,0,1,NA,7
1500,1,35,0,1,NA,5
1600,0,38,1,1,NA,10
1600,0,30,1,1,NA,8
1100,0,52,0,1,NA,10
NA,1,18,0,1,NA,9
5000,0,44,1,1,NA,10
5000,0,37,1,0,NA,9
5000,0,29,1,1,NA,9
5000,0,28,1,0,NA,9
2000,1,32,1,1,NA,10
2000,0,27,1,1,NA,9
1400,1,45,1,1,NA,7
1400,0,58,1,1,NA,5
5500,0,46,0,1,NA,9
1800,0,25,1,1,NA,5
3000,0,32,0,1,NA,8
3000,0,55,0,1,NA,4
1800,0,43,0,1,NA,8
4500,0,30,0,1,NA,9
2200,0,31,1,1,NA,8
2200,0,36,1,1,NA,8
1580,0,33,1,1,NA,8
1580,0,37,1,1,NA,8
1780,1,58,0,1,NA,7
1780,0,51,1,1,NA,8
NA,0,26,0,1,NA,7
1400,0,21,0,1,NA,7
2000,0,38,1,1,NA,10
2000,0,43,1,1,NA,9
2500,1,40,0,1,NA,10
3000,0,25,1,1,NA,10
3000,0,49,1,0,NA,10
3000,0,35,0,1,NA,7
2200,0,58,1,1,NA,8
700,0,34,0,1,NA,6
1500,1,30,1,1,NA,7
1500,1,31,1,1,NA,6
2297,0,40,1,1,NA,5
2297,0,37,1,1,NA,9
1600,0,30,1,1,NA,5
2000,0,37,1,1,NA,8
2000,0,39,0,1,NA,8
4000,0,33,1,1,NA,9
2000,0,43,1,1,NA,6
2000,0,47,1,1,NA,7
1600,1,35,1,1,NA,6
1300,0,62,0,1,NA,9
1300,0,36,0,1,NA,6
NA,1,18,0,1,NA,5
NA,1,50,0,1,NA,1
NA,0,43,0,1,NA,5
NA,0,35,0,1,NA,9
NA,0,27,1,1,NA,8
2000,0,28,0,1,NA,10
NA,0,37,1,1,NA,7
700,0,23,0,1,NA,6
700,0,23,0,1,NA,6
2300,0,24,1,1,NA,10
3500,0,40,0,1,NA,9
1400,0,35,0,1,NA,9
2300,0,34,0,1,NA,8
7000,0,32,1,1,NA,8
7000,0,37,1,0,NA,8
4000,0,35,1,1,NA,4
4000,0,33,1,1,NA,7
2000,0,59,1,1,NA,6
3500,0,34,1,1,NA,9
3500,0,29,1,1,NA,9
1100,0,33,0,1,NA,9
2200,0,44,1,1,NA,7
2200,0,41,1,1,NA,8
1300,0,31,0,1,NA,10
1500,0,36,1,1,NA,6
1850,0,30,1,1,NA,9
3000,0,25,1,1,NA,4
3000,0,32,1,1,NA,4
3500,0,27,1,1,NA,10
3500,0,36,0,1,NA,9
3500,0,27,0,1,NA,7
3000,0,38,1,1,NA,8
3000,0,38,1,1,NA,10
2200,0,39,0,1,NA,10
2000,0,30,1,1,NA,8
2000,0,29,1,1,NA,8
NA,0,42,1,1,NA,10
2450,0,35,1,1,NA,6
2570,0,39,1,1,NA,8
1400,0,22,0,1,NA,9
3200,0,32,1,1,NA,7
2800,0,33,1,1,NA,7
2800,0,27,1,1,NA,7
2300,0,33,0,1,NA,9
2000,0,38,0,1,NA,5
2500,0,43,0,1,NA,7
2500,0,48,0,1,NA,8
1400,0,23,0,1,NA,5
2000,0,29,1,1,NA,9
2000,0,34,1,1,NA,9
1100,1,49,0,1,NA,5
1600,0,23,0,1,NA,7
3400,0,31,0,1,NA,8
3400,0,43,0,0,NA,8
1980,0,30,1,1,NA,8
1980,0,26,1,1,NA,8
2800,0,31,1,1,NA,9
2800,0,41,1,1,NA,10
2200,0,32,1,1,NA,9
3000,0,28,1,1,NA,10
3000,0,30,1,0,NA,10
1418,0,30,0,1,NA,5
4200,0,41,0,1,NA,7
3200,0,28,0,1,NA,8
1400,0,48,0,1,NA,3
1500,1,41,0,1,NA,8
NA,0,31,1,1,NA,8
8500,0,44,1,1,NA,8
6000,0,43,1,1,NA,10
6000,0,39,1,0,NA,8
3600,0,29,1,1,NA,9
3600,0,32,1,1,NA,9
3000,1,22,0,1,NA,9
1900,0,38,1,1,NA,7
5000,0,48,1,1,NA,9
5000,0,49,1,1,NA,9
5000,0,24,0,1,NA,9
5000,1,20,0,1,NA,9
1000,0,38,0,1,NA,9
1000,0,37,0,1,NA,10
3770,0,32,1,1,NA,8
3000,0,34,1,1,NA,5
3000,0,30,1,1,NA,5
900,0,44,0,1,NA,5
NA,0,23,0,1,NA,2
650,0,22,0,1,NA,4
900,0,28,0,1,NA,8
4500,0,48,1,1,NA,7
2300,0,24,0,1,NA,7
2300,0,22,0,0,NA,6
648,1,43,1,1,NA,9
648,1,32,1,1,NA,9
1400,0,38,0,1,NA,7
2450,0,28,1,1,NA,8
2450,0,35,1,1,NA,8
7000,0,28,0,1,NA,9
7000,0,34,0,0,NA,8
2750,0,29,0,1,NA,8
2000,0,35,0,1,NA,8
2000,0,21,0,1,NA,8
3000,0,24,1,1,NA,8
3000,0,28,1,1,NA,7
3400,0,28,0,1,NA,8
1850,0,32,0,1,NA,7
2200,0,42,1,1,NA,9
NA,0,36,0,1,NA,10
2300,0,56,0,1,NA,8
2300,0,40,1,1,NA,8
2300,0,17,0,1,NA,NA
2400,0,27,0,1,NA,10
1500,0,29,0,1,NA,8
1840,0,48,0,1,NA,8
3300,0,35,1,1,NA,6
3300,0,40,1,1,NA,8
4000,0,36,1,1,NA,10
4000,0,34,1,1,NA,9
3000,0,31,1,1,NA,8
NA,0,38,1,1,NA,8
5500,0,26,0,1,NA,10
5500,0,47,1,0,NA,9
5500,0,36,1,1,NA,10
2668,0,26,1,1,NA,8
2735,0,38,1,1,NA,9
2735,0,34,1,1,NA,9
1100,0,26,0,1,NA,9
1800,0,53,0,1,NA,9
800,0,24,0,1,NA,5
NA,0,29,1,1,NA,5
2200,0,32,0,1,NA,6
2350,0,24,0,1,NA,7
2350,0,33,0,1,NA,9
2400,0,27,0,1,NA,8
3000,0,26,0,1,NA,8
3500,0,25,0,1,NA,8
5000,0,29,1,1,NA,9
1318,1,28,1,1,NA,7
1318,0,28,1,1,NA,8
2300,0,33,0,1,NA,8
2200,0,17,0,1,NA,NA
2200,1,52,1,1,NA,4
2200,1,44,1,1,NA,5
2200,0,32,1,1,NA,8
2200,0,34,1,0,NA,10
2200,1,33,1,1,NA,10
2200,0,34,1,1,NA,6
1984,0,31,1,1,NA,8
1984,0,39,1,1,NA,6
2440,0,34,1,1,NA,6
2440,0,32,1,1,NA,9
1550,0,32,0,1,NA,8
1100,0,25,0,1,NA,9
2000,0,26,0,1,NA,7
2000,0,26,0,1,NA,2
2382,0,27,0,1,NA,8
1340,0,35,0,1,NA,8
2600,0,35,1,1,NA,10
2000,0,29,0,1,NA,7
800,1,28,0,1,NA,7
2500,0,19,0,1,NA,7
NA,0,26,0,1,NA,7
NA,0,30,0,1,NA,8
500,0,25,0,1,NA,8
1300,0,29,0,1,NA,8
1300,0,42,0,0,NA,7
2400,1,38,1,1,NA,8
2400,0,37,1,0,NA,7
1500,0,31,1,1,NA,10
1900,0,48,1,1,NA,9
1900,1,50,1,1,NA,8
1500,0,31,0,1,NA,5
1500,0,48,0,0,NA,7
3000,0,35,1,1,NA,4
3000,0,36,1,0,NA,7
1200,0,27,0,1,NA,3
1400,0,28,1,1,NA,7
2000,1,37,1,1,NA,9
1200,0,26,0,1,NA,8
1300,0,28,0,1,NA,8
1700,1,30,1,1,NA,7
1700,0,36,1,1,NA,7
2000,0,27,1,1,NA,10
3600,0,30,0,1,NA,9
NA,0,34,0,1,NA,10
1350,0,63,1,1,NA,9
1350,1,58,0,1,NA,9
1500,0,38,1,1,NA,8
1500,0,41,1,1,NA,8
1900,0,33,1,1,NA,9
1200,0,29,1,1,NA,10
1200,0,26,1,1,NA,8
2000,0,31,1,1,NA,7
2000,0,42,1,1,NA,3
1141,1,63,1,1,NA,7
NA,0,39,0,1,NA,5
1200,1,42,1,1,NA,10
1200,1,36,1,1,NA,10
1300,0,44,1,1,NA,7
1300,0,46,1,1,NA,10
1300,0,19,0,1,NA,10
2000,1,34,1,1,NA,7
1200,1,30,0,1,NA,6
4500,0,18,0,1,NA,7
2800,0,25,1,1,NA,10
2600,0,24,1,1,NA,10
2600,0,26,1,1,NA,8
800,1,60,0,1,NA,10
NA,0,34,1,1,NA,NA
1450,0,26,1,1,NA,6
1450,0,29,1,1,NA,6
3000,0,49,1,1,NA,9
2800,0,44,1,1,NA,9
2800,1,42,1,1,NA,5
2800,0,17,0,1,NA,NA
1180,1,38,1,1,NA,8
1180,0,41,1,1,NA,8
1100,1,43,1,1,NA,4
1100,1,41,1,1,NA,4
1840,1,33,1,1,NA,5
1840,1,36,1,1,NA,6
702,1,62,0,1,NA,7
1100,0,24,0,1,NA,9
1500,0,43,1,1,NA,6
2000,0,38,1,1,NA,8
2000,0,33,1,1,NA,7
2000,0,48,1,1,NA,10
4000,0,34,1,1,NA,9
2673,1,48,1,1,NA,10
2673,0,34,1,1,NA,10
2400,0,42,1,1,NA,8
2400,0,55,1,1,NA,9
2330,0,36,1,1,NA,7
2330,0,55,1,0,NA,8
2100,0,31,1,1,NA,8
2100,0,27,1,1,NA,8
4600,0,21,0,1,NA,9
4600,0,52,1,1,NA,10
4600,0,22,0,1,NA,10
1600,0,40,0,1,NA,10
1600,0,20,0,1,NA,9
1700,0,32,1,1,NA,8
1700,1,40,1,1,NA,9
1750,1,30,0,1,NA,8
1750,0,36,0,1,NA,7
1686,1,47,1,1,NA,7
1686,1,38,1,1,NA,2
1700,0,28,1,1,NA,6
1700,1,38,1,1,NA,8
1470,1,39,1,1,NA,10
1470,0,34,1,1,NA,9
2500,1,32,0,1,NA,8
2500,0,27,0,1,NA,8
3000,0,31,1,1,NA,9
3000,0,38,1,0,NA,10
1600,0,29,1,1,NA,9
1600,0,30,1,1,NA,9
2500,0,39,1,1,NA,8
2500,1,39,1,1,NA,8
620,1,52,0,1,NA,6
432,1,45,0,1,NA,9
1034,1,31,0,1,NA,8
1034,0,25,0,1,NA,7
1000,0,32,0,1,NA,4
1150,1,43,0,1,NA,5
1160,1,21,0,1,NA,10
1160,1,60,1,1,NA,10
1160,0,19,0,1,NA,10
1600,0,25,1,1,NA,10
1600,0,27,1,1,NA,8
1700,0,27,0,1,NA,7
1700,0,28,0,1,NA,7
2600,0,53,1,1,NA,10
2350,0,46,1,1,NA,9
1150,0,36,1,1,NA,9
1150,0,30,1,1,NA,10
7000,0,44,1,1,NA,10
1580,0,38,0,1,NA,7
1000,0,34,0,1,NA,9
2400,0,29,1,1,NA,8
2400,0,33,1,1,NA,9
2200,0,23,0,1,NA,9
NA,1,43,1,1,NA,8
NA,1,32,1,1,NA,8
700,0,24,0,1,NA,5
5000,0,40,0,1,NA,8
4200,0,30,0,1,NA,8
4200,0,36,0,0,NA,9
1600,0,33,0,1,NA,10
1700,0,37,1,1,NA,10
188,1,33,0,1,NA,2
250,0,21,0,1,NA,10
1370,0,29,1,1,NA,6
1370,0,40,1,1,NA,10
750,1,45,0,1,NA,6
1538,0,48,1,1,NA,7
1538,0,47,1,1,NA,9
1538,0,19,0,1,NA,3
NA,0,28,0,1,NA,9
1225,0,28,1,1,NA,10
1225,0,26,1,1,NA,10
2400,0,32,1,1,NA,6
2400,0,30,1,1,NA,9
1500,0,51,0,1,NA,10
1500,0,20,0,1,NA,8
2800,0,43,1,1,NA,10
2800,1,34,1,1,NA,10
2000,0,27,1,1,NA,10
1500,0,52,0,1,NA,10
1780,0,42,1,1,NA,8
1780,0,35,1,1,NA,8
1700,1,28,1,1,NA,8
1700,0,26,1,1,NA,8
1888,0,44,0,1,NA,9
1888,0,17,0,1,NA,NA
700,0,26,0,1,NA,5
2700,0,60,0,1,NA,7
480,1,27,0,1,NA,7
2500,0,31,1,1,NA,5
2500,0,41,0,1,NA,9
NA,0,34,1,1,NA,9
NA,0,45,0,1,NA,8
1200,0,40,0,1,NA,6
3500,0,40,1,1,NA,7
3500,1,34,1,1,NA,7
2000,0,26,0,1,NA,9
1300,0,30,0,1,NA,5
10000,0,37,0,1,NA,9
10000,0,28,1,1,NA,9
5000,1,31,0,1,NA,10
3000,0,34,1,1,NA,10
3000,0,34,1,1,NA,8
2184,0,38,1,1,NA,7
2184,0,38,1,1,NA,9
3000,0,37,1,1,NA,9
3000,0,33,1,1,NA,8
1200,0,30,0,1,NA,10
970,0,30,0,1,NA,9
1200,0,51,0,1,NA,8
2200,1,26,1,1,NA,8
2200,0,33,1,1,NA,8
2400,0,40,1,1,NA,5
2400,0,34,1,1,NA,6
2300,0,33,1,1,NA,7
2300,0,32,1,1,NA,9
2100,0,31,0,1,NA,9
1160,1,34,1,1,NA,4
1160,0,31,1,1,NA,8
960,0,34,0,1,NA,9
2450,0,26,1,1,NA,9
1000,0,46,1,1,NA,10
1000,0,21,0,1,NA,9
1750,0,34,1,1,NA,5
1750,0,34,1,1,NA,5
1500,0,28,0,1,NA,10
NA,0,46,0,1,NA,6
NA,0,46,1,1,NA,5
NA,0,38,0,1,NA,5
NA,0,28,0,1,NA,5
6000,0,34,0,1,NA,9
6000,0,33,1,1,NA,9
750,1,26,0,1,NA,7
1300,0,31,0,1,NA,10
2000,0,33,0,1,NA,8
4000,0,29,1,1,NA,7
4000,0,41,1,0,NA,5
2740,0,29,1,1,NA,6
2740,0,28,1,1,NA,7
4800,0,35,0,1,NA,10
4800,0,38,0,1,NA,8
3800,0,35,1,1,NA,9
3800,0,36,1,1,NA,10
2000,0,35,1,1,NA,8
2000,1,29,1,1,NA,8
854,1,33,0,1,NA,8
2100,0,41,1,1,NA,8
1000,0,27,1,1,NA,8
1000,0,24,1,1,NA,9
5000,0,39,1,1,NA,9
4370,0,46,1,1,NA,9
3000,0,32,1,1,NA,8
800,0,40,1,1,NA,10
1400,0,33,0,1,NA,8
2500,0,43,1,1,NA,10
1600,0,31,1,1,NA,0
NA,0,25,0,1,NA,10
2686,0,29,0,1,NA,6
2686,0,26,0,1,NA,10
3600,0,22,0,1,NA,10
3600,0,52,1,1,NA,5
3600,0,46,1,1,NA,8
3600,0,17,0,1,NA,NA
2376,0,35,1,1,NA,6
1300,1,29,0,1,NA,9
2900,0,40,1,1,NA,10
2900,0,52,1,1,NA,10
2800,0,26,0,1,NA,8
6400,0,52,1,1,NA,7
2000,0,33,1,1,NA,8
2000,0,37,1,1,NA,8
2500,0,36,0,1,NA,7
2500,0,35,0,0,NA,7
2100,0,26,1,1,NA,8
2100,0,24,1,1,NA,7
3000,0,27,1,1,NA,10
3000,0,28,1,1,NA,10
2500,0,27,1,1,NA,9
2500,0,31,1,1,NA,9
5280,0,29,0,1,NA,8
5280,0,32,0,1,NA,8
4400,0,31,0,1,NA,9
4400,0,29,0,1,NA,7
3300,0,37,1,1,NA,8
2400,0,28,0,1,NA,7
6000,0,46,1,1,NA,5
4000,0,42,1,1,NA,10
4000,0,18,0,1,NA,9
4000,0,21,0,1,NA,10
5500,0,29,1,1,NA,9
2800,0,28,1,1,NA,9
2800,0,27,1,1,NA,9
1600,0,55,1,1,NA,7
1600,0,48,1,1,NA,7
4500,0,30,1,1,NA,10
2600,0,28,1,1,NA,10
2600,0,37,1,1,NA,9
1208,0,37,0,1,NA,7
1900,0,27,0,1,NA,6
2300,0,30,1,1,NA,5
2300,0,44,1,0,NA,7
3800,0,27,1,1,NA,7
3800,0,34,1,1,NA,10
1100,0,23,0,1,NA,10
6000,0,36,1,1,NA,8
2000,0,37,0,1,NA,5
4600,0,35,1,1,NA,1
560,0,27,0,1,NA,7
2200,0,35,1,1,NA,7
2200,0,34,1,1,NA,7
800,0,22,0,1,NA,7
2600,0,41,1,1,NA,9
NA,0,23,0,1,NA,5
400,0,23,0,1,NA,8
3500,0,17,0,1,NA,NA
3500,0,35,1,1,NA,6
1400,0,39,0,1,NA,8
1200,0,27,0,1,NA,1
3000,0,34,1,1,NA,7
3250,0,27,1,1,NA,10
3250,0,25,1,1,NA,10
2170,0,37,1,1,NA,7
2170,0,36,1,1,NA,5
1365,1,47,0,1,NA,8
1365,1,53,0,1,NA,6
1200,0,43,1,1,NA,9
1200,0,34,1,1,NA,10
2000,0,26,0,1,NA,1
2000,0,46,1,1,NA,7
2400,0,39,1,1,NA,10
2400,0,33,1,1,NA,10
2800,0,49,0,1,NA,7
2800,0,45,0,1,NA,8
2500,0,39,1,1,NA,4
1300,0,27,1,1,NA,6
1900,0,35,0,1,NA,6
4000,0,33,1,1,NA,10
2800,0,44,1,1,NA,8
2100,0,46,1,1,NA,10
2000,0,33,1,1,NA,9
2600,0,56,1,1,NA,9
2600,0,64,1,0,NA,10
850,0,29,0,1,NA,8
2200,0,34,1,1,NA,8
2200,0,27,1,1,NA,8
2500,0,29,0,1,NA,10
6000,0,39,1,1,NA,8
6000,0,35,0,1,NA,9
NA,0,18,0,1,NA,8
3100,0,39,1,1,NA,5
2500,0,24,0,1,NA,8
1200,0,23,0,1,NA,6
2300,0,29,0,1,NA,8
2300,0,36,0,0,NA,9
2450,0,40,1,1,NA,8
2450,0,45,1,1,NA,7
2300,0,28,0,1,NA,9
2300,0,29,0,1,NA,9
1500,0,26,0,1,NA,8
1500,0,30,0,1,NA,7
1100,0,53,0,1,NA,7
3300,0,32,0,1,NA,8
3300,0,32,0,1,NA,10
1750,0,38,1,1,NA,5
2300,0,48,1,1,NA,8
2300,1,38,1,1,NA,8
2300,0,17,0,1,NA,NA
1200,0,38,1,1,NA,9
900,1,25,1,1,NA,5
900,1,32,1,1,NA,4
2500,0,28,1,1,NA,9
2500,0,26,1,1,NA,10
1100,0,25,0,1,NA,9
1200,0,30,0,1,NA,8
1400,0,45,1,1,NA,8
1400,0,40,1,1,NA,8
2400,0,29,0,1,NA,9
2400,0,25,0,1,NA,8
1600,0,26,1,1,NA,5
NA,0,46,0,0,8,8
1000,0,40,0,0,5,10
NA,0,75,0,0,5,8
5100,0,47,0,1,10,9
2600,0,29,0,0,5,7
3100,0,26,0,1,10,9
3900,0,36,1,1,6,8
2000,1,57,1,0,6,8
2000,0,57,1,0,8,7
3000,0,37,0,0,6,8
3600,0,51,1,0,10,9
2200,0,31,1,0,9,10
4000,0,56,1,1,8,8
5000,0,32,1,1,9,8
3100,0,29,1,0,8,8
3500,0,24,1,0,7,6
2000,0,27,0,1,10,4
1540,0,46,1,0,2,5
1540,0,18,0,1,7,8
2500,0,32,0,0,6,7
2900,0,25,0,0,9,9
3500,0,30,0,0,8,9
4000,0,28,0,1,8,8
2000,0,26,0,0,8,8
3000,0,47,0,1,7,8
3000,0,32,0,0,9,9
2050,0,25,1,1,8,9
1200,0,26,0,0,10,7
2000,0,26,0,0,8,8
2100,0,21,0,0,6,8
2000,0,31,0,0,7,7
1100,1,23,0,1,9,8
3100,0,24,0,0,5,8
1300,0,24,0,1,9,8
2055,0,19,0,0,8,10
3100,0,27,0,0,4,3
