hinc,unemployed,age,married,migback,health,happiness
500,0,50,0,1,8,8
500,0,22,0,0,7,7
500,0,19,0,0,9,8
1210,0,77,0,0,7,8
2650,0,94,0,0,5,7
4000,0,83,0,0,5,9
1600,0,53,0,0,5,8
2200,0,51,0,0,10,10
4000,0,49,0,0,7,7
3000,0,48,1,0,8,6
1400,0,77,0,0,5,5
2500,0,40,1,0,8,8
1500,0,58,0,0,5,8
500,0,60,1,0,7,9
500,0,56,1,0,8,8
805,0,76,0,0,2,3
2000,1,52,1,0,6,3
NA,0,58,0,0,NA,8
7400,0,74,0,0,7,7
7400,0,54,0,0,9,10
7400,0,46,0,0,10,10
4200,0,57,1,0,9,8
4200,0,59,1,0,9,9
NA,0,81,0,0,4,5
5000,0,43,1,0,7,7
2200,0,48,0,0,6,6
4800,0,38,1,0,7,6
2200,0,64,1,0,4,3
2200,1,62,1,0,3,2
2700,0,37,0,0,4,7
1900,0,27,0,0,5,4
4000,0,63,1,0,7,8
4000,0,57,1,1,7,8
3350,0,32,0,1,9,9
3600,0,25,0,1,6,7
4000,0,22,0,1,8,7
2000,0,75,1,0,7,7
2000,0,76,1,0,5,5
2500,0,65,1,0,9,9
2500,0,64,1,1,8,8
4500,0,38,1,0,7,7
2500,0,65,1,0,6,6
2500,0,62,1,0,8,8
6100,0,40,1,0,8,8
3500,0,36,1,0,9,9
1800,0,75,0,0,5,8
1350,0,67,0,1,5,7
1500,0,79,1,0,5,10
1500,0,68,1,0,10,10
3300,0,60,1,0,5,7
3300,0,57,1,0,8,7
3300,0,24,0,0,6,3
3300,0,22,0,0,8,6
4500,0,60,0,0,8,9
3800,0,65,1,0,6,8
3800,0,63,1,0,4,8
1000,0,27,0,0,5,4
2100,0,72,1,0,9,8
2100,0,70,1,0,4,5
2500,0,45,1,0,8,7
5000,0,52,0,0,9,8
3400,0,77,1,0,4,3
3400,0,73,1,0,1,3
6000,0,49,0,0,8,7
3700,0,59,1,0,6,7
3700,0,59,1,0,8,8
1380,0,34,0,0,6,6
2600,0,31,1,0,7,7
5324,0,43,1,0,8,8
5324,0,42,1,0,8,8
5992,0,52,1,0,6,7
1800,0,51,0,1,7,7
3400,0,32,1,1,4,7
5992,0,56,1,0,7,7
5992,0,22,0,0,9,7
5992,0,19,0,0,10,9
3600,0,44,1,0,3,9
3600,0,74,0,0,5,5
3600,0,38,1,0,10,9
2300,0,76,0,0,8,8
3650,0,45,1,1,5,8
NA,0,43,0,0,7,6
2600,0,67,1,1,NA,8
2600,0,63,1,0,8,8
350,0,82,0,0,8,9
5000,0,43,1,0,8,9
5000,0,46,1,0,7,9
1765,0,67,1,0,9,9
1765,0,67,1,1,4,8
7000,0,61,1,0,5,8
2600,0,47,1,0,9,9
2600,0,45,1,0,7,8
3600,0,71,1,1,5,7
3600,0,61,1,1,3,7
1800,0,62,0,1,7,7
4160,0,38,1,1,7,7
3000,0,35,1,1,7,7
3500,0,48,1,1,9,8
3500,0,80,0,1,5,7
3500,0,55,1,1,5,8
3500,0,58,1,1,9,10
6000,0,48,1,1,8,6
4200,0,49,1,1,7,7
3500,0,51,1,1,8,8
3100,0,62,1,1,5,6
3100,0,58,1,1,5,6
3600,0,39,1,1,5,5
4000,0,71,1,0,8,8
4000,0,54,1,0,5,7
5650,0,59,1,1,4,5
5650,0,54,1,1,6,6
5650,0,32,0,1,7,8
700,0,74,0,1,4,4
3100,0,50,1,1,8,7
2700,0,68,1,1,5,6
2700,0,59,1,1,6,5
2600,1,33,1,1,10,1
1550,0,52,0,1,6,7
1650,0,48,0,1,7,7
3500,0,44,1,1,7,8
2900,0,66,1,1,6,7
2900,0,66,1,1,5,8
5800,0,43,1,1,9,9
1100,1,64,1,1,7,7
1100,0,54,1,1,7,7
1400,1,56,1,1,3,4
1400,0,57,1,1,7,6
1400,0,75,1,1,7,7
1400,0,74,1,0,2,2
2300,0,65,1,1,6,5
2300,0,62,1,1,5,5
3000,0,55,1,1,7,8
3000,0,50,1,1,7,8
3000,0,26,0,1,6,10
1700,0,49,1,1,5,5
3900,0,47,1,1,2,2
801,0,78,0,1,3,6
4700,0,46,0,1,8,8
4900,0,45,1,1,9,9
620,0,44,0,1,5,2
3000,0,52,1,1,3,6
3700,0,56,1,1,8,9
1500,0,51,0,1,5,7
2300,0,48,1,1,8,8
3500,0,49,1,1,5,8
3300,0,43,1,1,7,8
3700,0,40,1,1,6,8
3200,0,39,1,1,7,8
4600,0,67,1,1,8,6
4600,0,61,1,1,2,1
2700,0,39,1,1,7,7
4600,0,22,0,1,10,10
NA,0,55,1,1,4,6
1300,0,64,0,1,7,8
1700,0,65,0,1,5,5
1700,0,33,0,1,8,7
900,0,64,0,1,7,5
2100,0,46,1,1,4,3
2750,0,38,1,1,9,8
468,0,87,0,1,4,8
8000,0,40,1,1,8,9
870,0,68,0,1,8,8
2600,0,50,1,1,6,7
700,0,59,0,1,4,5
2600,0,74,1,1,7,7
2600,0,70,1,0,7,8
2700,0,70,1,1,7,8
2700,1,60,1,1,6,8
2700,0,27,0,1,10,9
2700,0,20,0,1,10,8
749,1,64,0,1,7,8
5400,0,43,1,1,7,9
4500,0,45,0,1,8,8
4000,0,51,0,1,8,7
4000,0,50,0,0,5,7
1700,0,73,1,1,9,9
3600,0,50,0,1,8,7
4400,0,48,1,1,8,8
6500,0,75,1,0,6,7
2500,0,46,0,1,4,6
4000,0,46,1,1,8,8
4000,0,44,1,1,7,7
4000,0,23,0,1,9,9
4000,0,20,0,1,9,9
3800,0,42,1,1,6,8
6300,0,53,1,1,6,7
1270,0,78,1,1,6,3
1270,0,71,1,1,1,3
1400,0,41,1,1,8,8
1400,0,54,1,1,7,8
1400,1,54,1,1,2,7
1400,0,48,1,1,4,8
1750,0,58,1,1,0,2
1750,0,57,1,1,3,5
3530,0,34,1,1,7,7
4000,0,31,1,1,8,9
731,0,48,0,1,7,6
3900,0,51,1,1,6,7
3900,0,46,1,1,3,7
3900,0,27,0,1,8,8
3900,0,25,0,1,10,7
3900,0,18,0,1,10,9
3900,0,17,0,1,NA,NA
1303,0,75,0,0,5,5
4000,0,56,1,1,8,10
3300,0,52,1,1,7,8
2200,0,57,1,1,7,8
2200,0,61,1,1,7,7
1760,0,50,0,1,2,6
3400,0,46,1,1,8,8
3400,0,43,1,1,7,7
3400,0,21,0,1,9,6
2300,0,41,1,1,7,5
4500,0,40,1,1,7,8
2100,0,53,0,1,3,6
2100,0,50,1,1,7,7
2100,0,28,0,1,9,8
2100,0,19,0,1,9,8
3400,0,45,1,1,8,8
3400,0,40,1,1,4,8
1500,0,76,1,1,6,8
1500,0,68,1,1,6,7
1200,0,48,1,1,6,6
1200,0,49,1,1,7,7
1050,0,45,0,1,8,6
6000,0,44,1,1,4,8
2000,0,51,1,1,6,6
2000,0,50,1,1,5,6
3100,0,68,1,1,8,6
3100,0,59,1,1,9,6
5468,0,40,1,1,10,8
3768,0,39,1,1,10,7
3468,0,34,1,1,10,7
3100,0,27,0,1,10,6
4000,0,33,1,1,10,10
5200,0,52,1,0,7,8
5200,0,18,0,0,10,8
2300,0,48,0,0,7,9
2500,0,58,1,1,8,8
6500,0,55,1,0,7,8
6500,0,22,0,0,3,6
4000,0,51,1,1,2,6
4000,0,21,0,1,9,9
5500,0,51,1,0,9,9
3800,0,23,0,0,9,9
3500,0,26,0,0,8,5
3500,0,23,0,0,3,9
4100,0,54,1,0,5,8
750,0,26,0,0,8,9
4100,0,21,0,0,10,10
4050,0,51,1,1,8,8
3400,0,26,1,1,6,5
NA,0,24,0,1,9,8
3900,0,54,1,0,2,4
2850,0,29,0,0,6,7
1275,0,27,0,0,8,6
5000,0,58,1,0,7,6
3400,0,29,0,0,7,7
2800,0,77,1,0,3,6
4000,0,48,1,1,8,8
4000,0,30,0,1,4,8
634,0,51,0,1,4,4
2700,0,30,0,1,7,5
2600,0,23,0,1,6,8
2700,0,20,0,1,7,5
2700,0,20,0,1,10,10
2100,0,28,1,0,8,8
NA,0,52,1,0,6,5
NA,0,24,0,0,8,6
NA,0,21,0,0,7,7
5600,0,51,1,0,3,2
800,0,21,0,0,8,8
5600,0,18,0,0,8,8
2810,0,55,1,0,5,5
1800,0,28,0,0,3,4
4900,0,61,1,0,8,8
4900,0,26,0,0,9,10
2000,1,48,1,0,4,4
2000,0,25,0,0,8,8
2000,0,21,0,0,4,4
3500,0,18,0,0,8,8
4200,0,23,0,0,8,9
NA,0,49,0,0,1,5
1650,0,22,0,1,8,6
5200,0,53,1,0,7,8
5200,0,24,0,0,6,7
3500,0,46,1,0,7,7
5800,0,48,1,0,6,7
5800,0,20,0,0,8,8
1800,0,55,0,0,2,6
2600,0,66,0,0,7,7
3100,0,24,0,0,10,10
6762,0,54,1,0,8,9
4200,0,48,0,0,6,7
4000,0,51,1,1,2,5
3600,0,29,1,1,7,7
2000,0,48,0,0,5,6
3080,0,47,1,0,8,8
3000,0,24,0,1,9,8
3750,0,51,1,0,6,7
1100,0,25,0,0,8,3
3260,0,21,0,0,9,9
5000,0,26,0,0,7,8
5000,0,23,0,0,8,7
5000,0,22,0,0,7,7
3300,0,54,1,0,3,7
NA,0,50,1,0,5,5
2500,0,24,0,0,5,8
NA,0,46,1,0,7,5
3300,0,46,1,0,8,8
5000,0,58,1,0,6,8
3000,0,27,1,0,9,9
5000,0,25,0,0,9,8
3500,0,46,1,1,9,9
3500,0,19,0,1,9,9
6300,0,47,1,1,5,5
6300,0,25,0,1,9,8
6300,0,23,0,1,10,7
6300,0,22,0,1,9,7
6300,0,18,0,1,7,7
5500,0,45,1,0,4,6
5500,0,19,0,0,9,8
2000,0,79,1,0,7,6
5000,0,50,1,0,7,1
1400,0,47,0,0,9,9
4600,0,56,1,0,10,9
4600,0,19,0,0,8,8
1500,0,50,0,0,8,8
1500,0,18,0,0,10,9
1500,0,23,0,0,8,6
7500,0,39,1,1,6,6
5600,0,53,1,0,6,7
4300,0,26,0,0,5,7
5600,0,23,0,0,8,8
2300,0,73,1,1,9,9
5000,0,58,1,1,8,7
3050,0,48,1,0,9,8
5300,0,49,1,0,6,7
2800,0,26,0,0,8,8
3200,0,24,0,0,5,7
5300,0,20,0,0,7,8
7760,0,57,1,0,4,7
3100,0,44,1,0,8,9
1400,0,54,0,1,6,8
2000,0,48,1,0,8,8
2500,0,49,0,0,2,7
5900,0,54,1,0,6,4
5900,1,17,0,0,NA,NA
1500,0,43,0,0,6,5
2400,0,61,0,0,7,5
4000,0,43,1,0,5,8
3700,0,54,1,0,3,8
3170,0,66,1,0,7,8
6000,0,53,1,1,6,5
6000,0,19,0,1,10,5
6000,0,17,0,0,NA,NA
1700,0,51,0,0,8,6
3700,0,52,1,0,9,9
3700,0,22,0,1,10,10
4200,0,47,1,1,6,7
3000,0,24,0,1,9,8
3000,0,28,0,1,8,8
2600,0,45,1,0,7,5
2600,0,17,0,1,NA,NA
4000,0,45,1,1,7,8
7000,0,44,1,0,5,7
4700,0,49,1,0,8,8
4700,0,19,0,0,7,8
4700,0,17,0,0,NA,NA
8000,0,50,1,1,5,7
8000,0,19,0,0,5,8
8000,0,18,0,0,9,8
4700,0,51,1,0,8,8
4700,0,18,0,0,9,8
5768,0,47,1,0,9,8
5768,0,21,0,0,10,9
5768,0,20,0,0,10,8
2700,0,48,0,0,5,8
2500,0,52,1,1,8,8
1400,0,25,0,1,5,8
4300,0,61,1,0,7,7
3200,0,44,0,0,8,8
2400,0,76,1,0,3,4
1500,0,46,1,0,7,6
4400,0,17,0,0,NA,NA
5000,0,48,1,0,7,8
14500,0,54,1,0,8,9
14500,0,20,0,0,10,9
14500,0,17,0,0,NA,NA
7300,0,56,1,0,10,8
7300,0,23,0,0,10,8
7300,0,48,1,1,10,8
1900,0,66,1,0,5,8
5500,0,51,1,1,9,9
5500,0,24,0,0,8,9
5500,0,20,0,0,9,9
5500,0,18,0,0,9,9
6000,0,52,1,0,9,9
3000,0,51,1,0,8,9
1500,0,23,0,0,7,6
5000,0,57,1,1,7,7
250,0,20,0,1,8,9
1760,0,17,0,1,NA,NA
2900,0,44,1,0,8,8
3000,0,48,1,0,7,10
1591,0,38,0,0,7,8
5000,0,46,1,0,9,8
5000,0,20,0,0,8,9
1350,0,45,0,0,8,7
1350,0,17,0,0,NA,NA
3500,0,45,1,0,5,7
3500,0,18,0,0,10,9
5200,0,54,1,0,2,5
5200,0,21,0,0,4,7
5200,0,19,0,0,3,5
450,0,53,0,0,3,4
3500,0,25,0,0,8,7
5000,0,49,1,0,7,8
5000,0,22,0,0,9,9
5000,0,19,0,0,7,6
3200,0,52,1,0,5,3
7500,0,47,1,0,8,8
3063,0,65,0,0,7,8
5000,0,46,1,0,9,9
5000,0,17,0,0,NA,NA
2900,0,53,1,0,8,8
2900,0,18,0,0,10,9
3600,0,44,1,0,6,5
3600,0,21,0,0,5,7
7000,0,56,1,0,8,8
2500,0,30,1,0,8,9
2300,0,17,0,1,NA,NA
1650,0,43,0,1,2,5
6000,0,21,0,0,3,3
7500,0,47,0,0,5,7
2500,0,20,0,1,6,6
6500,0,25,0,0,10,8
6500,0,23,0,0,7,4
6500,0,17,0,0,NA,NA
3500,0,37,1,0,6,7
3000,0,24,0,1,2,8
5200,0,47,1,0,7,7
5200,0,19,0,0,7,8
NA,0,53,0,0,3,5
3800,0,49,1,0,10,9
3800,0,21,0,0,9,8
3800,0,17,0,0,NA,NA
4300,1,21,0,0,4,NA
4300,0,19,0,0,8,6
4300,0,31,1,0,9,8
3900,0,44,1,0,8,8
3560,0,48,1,1,8,9
3560,0,20,0,1,8,8
4740,0,49,1,0,10,8
3300,0,27,0,0,8,8
4800,0,47,1,0,10,9
2000,0,44,1,1,5,8
1390,0,78,0,0,8,8
4250,0,48,1,0,9,8
3500,0,49,0,0,6,8
10000,0,46,0,0,NA,7
1400,0,46,1,1,1,5
1400,0,23,0,1,4,7
5200,0,50,1,0,8,8
3900,0,50,1,1,8,7
3900,0,21,0,1,7,6
3900,0,18,0,1,8,8
6000,0,51,1,1,9,8
4900,0,46,1,0,9,9
2500,0,50,0,0,3,6
4618,0,51,1,0,8,7
4618,0,18,0,0,9,9
2800,0,52,0,0,8,9
9000,0,51,1,0,4,8
9000,0,49,1,0,8,8
3080,0,49,1,0,5,8
3080,0,20,0,0,8,8
2800,0,49,0,0,8,5
1400,0,18,0,0,9,8
2600,0,45,1,0,2,4
3100,0,48,1,0,4,6
3100,0,18,0,0,10,9
2000,0,51,1,0,7,9
1800,0,17,0,1,NA,NA
1800,0,42,0,0,8,8
1500,0,55,1,1,5,5
1500,0,22,0,0,4,6
2350,0,67,0,0,5,7
3700,0,38,1,0,8,8
3936,0,75,1,0,8,7
6500,0,49,1,0,9,8
6500,0,38,1,0,7,5
4200,0,49,1,0,7,8
2900,0,46,1,1,4,8
7500,0,46,1,0,8,9
7500,0,44,1,0,9,9
2300,0,47,1,0,7,7
3600,0,50,1,0,8,8
3600,0,22,0,0,9,7
3600,0,19,0,0,9,9
6200,0,46,1,1,9,NA
1000,0,38,0,1,7,8
2600,0,50,0,1,7,7
2600,1,19,0,0,7,7
5000,0,46,0,1,8,8
2200,0,46,1,1,9,9
2100,0,46,0,0,7,8
6000,0,53,1,1,8,8
1630,0,44,0,1,10,9
1700,0,74,1,0,6,8
5400,0,44,1,1,7,7
5400,0,19,0,1,6,7
4000,0,49,1,0,7,9
4100,0,47,0,0,5,5
4100,0,19,0,0,8,8
2000,0,21,0,0,10,10
2000,0,47,1,0,10,10
3600,0,48,1,0,7,8
3600,0,20,0,0,8,7
7000,0,48,1,0,6,6
6000,0,43,1,0,9,8
6000,0,20,0,0,9,8
6000,0,18,0,0,10,9
4300,0,52,1,0,6,6
3000,0,57,1,0,7,7
2600,0,54,1,0,4,3
2600,0,21,0,0,8,7
2600,0,18,0,0,3,2
NA,0,35,1,0,9,8
2630,0,50,1,1,9,9
2036,0,51,1,0,5,5
2036,0,20,0,1,6,1
2036,0,17,0,1,NA,NA
2036,0,55,0,1,8,8
2300,0,17,0,1,NA,NA
3500,0,46,1,0,8,9
8000,0,45,1,1,8,9
8000,0,19,0,1,10,10
5200,0,50,1,1,5,8
5200,0,22,0,0,10,10
1900,0,49,0,1,4,4
1900,0,18,0,1,6,2
1500,0,17,0,1,NA,NA
2300,0,48,1,0,9,9
4700,0,49,0,0,9,8
1250,0,39,0,0,5,5
8500,0,46,1,0,7,8
4200,0,47,1,1,9,9
4200,0,20,0,0,9,8
4200,0,19,0,0,9,7
3900,0,49,1,0,6,6
3900,0,17,0,0,NA,NA
3400,0,39,1,0,7,8
2850,0,46,1,0,6,7
4000,0,47,0,1,1,9
8500,0,49,1,0,3,7
5780,0,47,1,0,8,9
5780,0,20,0,0,8,9
5780,0,18,0,0,8,9
3000,0,43,1,0,7,7
1700,0,50,1,1,2,4
1700,0,20,0,1,7,8
3100,0,53,1,1,4,5
3100,0,20,0,1,8,8
3100,0,17,0,1,NA,NA
4500,0,44,1,1,8,8
4500,0,20,0,1,10,7
4500,0,18,0,1,10,7
3750,0,46,1,0,8,8
1600,0,36,0,0,4,4
2900,0,46,1,0,1,7
1850,0,50,0,0,7,8
6000,0,45,1,0,5,7
6000,0,17,0,0,NA,NA
4300,0,36,1,1,6,9
5500,0,44,1,0,6,7
3000,0,52,1,0,7,8
4300,0,45,1,0,8,7
3500,0,41,0,0,8,9
3500,0,38,0,0,10,8
3500,0,17,0,0,NA,NA
1600,0,45,0,0,6,8
1800,0,52,0,0,5,7
5700,0,44,1,0,7,8
1500,0,68,0,0,7,9
4000,0,44,0,0,4,5
3300,0,37,1,0,6,9
3700,0,42,1,1,5,5
3700,0,20,0,1,3,6
3700,0,17,0,1,NA,NA
5500,0,45,0,1,9,10
5500,0,57,0,0,8,9
4256,0,37,1,0,7,8
4256,0,19,0,1,6,6
4256,0,17,0,1,NA,NA
4256,0,32,1,0,7,9
2500,0,44,1,0,8,8
3300,0,44,1,0,9,9
3000,0,43,1,0,8,8
3000,0,18,0,0,8,8
1500,0,43,0,0,4,5
1750,0,42,0,1,5,5
10000,0,40,0,0,9,9
5000,0,45,1,0,7,9
5500,0,46,1,0,8,9
5800,0,40,1,0,7,9
2468,0,43,1,0,10,7
3800,0,42,1,0,8,7
4740,0,48,1,0,10,8
1727,0,17,0,0,NA,NA
5500,0,43,1,0,7,7
2500,0,42,1,0,8,7
2700,0,40,1,1,7,7
2700,0,18,0,1,9,9
3800,0,40,1,1,9,9
3800,0,18,0,1,10,9
5800,0,43,1,0,9,7
5800,0,18,0,1,3,8
5800,0,17,0,1,NA,NA
13000,0,42,1,0,5,5
1360,0,41,0,0,5,7
2500,0,50,1,0,9,8
3300,0,45,1,1,3,9
1400,0,37,0,0,7,8
NA,0,54,1,0,7,7
1880,0,45,0,0,2,3
6000,0,49,1,0,9,8
4526,0,40,0,0,8,8
4526,0,35,0,0,8,8
2920,0,55,0,0,6,6
4000,0,58,1,0,3,8
3200,1,64,1,0,7,9
4000,0,49,1,0,5,7
4000,0,50,1,0,6,7
1100,0,18,0,0,9,9
3000,0,38,1,0,0,5
4400,0,40,0,0,8,2
6400,0,46,0,0,9,8
4000,0,47,0,0,7,7
4000,0,49,1,0,8,8
3100,0,61,1,1,7,9
2050,0,31,0,0,8,7
3300,0,39,1,0,6,7
6500,0,48,1,0,8,9
7250,0,48,0,1,7,8
3850,0,38,1,1,8,10
4000,0,41,1,0,8,8
701,1,58,1,0,4,4
3000,0,43,1,0,7,9
3250,0,53,1,0,3,8
5300,0,40,1,0,8,9
1950,0,64,1,0,6,8
2750,0,41,1,1,10,8
NA,0,36,1,0,9,NA
3200,0,31,1,0,9,8
3700,0,41,1,1,6,7
3600,0,40,1,1,6,5
1500,0,55,1,0,8,8
1324,0,39,0,1,4,8
2300,0,65,1,0,8,8
2300,0,61,1,0,8,9
4500,0,34,0,0,8,8
NA,0,56,0,0,5,7
NA,0,21,0,0,5,7
3300,0,45,1,0,9,9
3360,0,33,1,0,7,9
3400,0,36,1,1,8,9
3500,0,48,1,0,8,8
3500,0,51,1,0,8,8
3500,0,17,0,0,NA,NA
2500,0,50,1,0,10,9
6000,0,42,1,0,9,8
2800,0,38,1,0,8,8
3300,0,44,1,0,7,9
1000,0,45,0,0,6,8
1280,0,69,1,0,8,9
1280,0,65,1,0,0,5
3650,0,34,0,1,6,7
4400,0,33,1,0,7,8
5500,0,52,1,1,9,9
5468,0,37,1,1,10,8
8300,0,33,0,0,8,8
400,1,49,1,0,9,8
6900,0,49,1,0,9,9
3000,0,37,1,0,9,9
3000,0,28,1,0,8,9
4000,0,55,1,0,8,8
2100,0,44,1,0,9,8
1700,0,42,0,1,3,3
1800,0,47,0,0,10,7
3000,0,39,0,0,8,7
3000,0,35,0,0,8,9
2320,1,35,1,1,1,4
400,0,47,0,0,7,5
5700,0,36,1,0,9,9
2300,0,43,1,0,9,7
3300,0,35,1,0,7,7
2300,0,32,1,1,7,5
3000,0,34,0,0,6,8
3000,0,36,1,0,7,8
5000,0,51,1,0,7,8
3500,0,53,1,0,8,8
3957,0,44,1,0,10,8
1350,0,49,0,0,10,8
3400,0,36,1,0,9,9
3100,0,29,0,0,7,5
3200,0,36,1,1,8,8
2500,0,34,1,0,3,5
3800,0,38,0,1,5,2
2600,0,37,0,0,9,8
2600,0,41,0,0,8,7
3000,0,64,1,1,5,5
3650,0,33,1,1,7,7
2000,0,71,0,0,6,7
2800,0,32,1,0,7,8
1500,0,35,0,0,10,8
2500,0,41,1,0,8,7
5000,0,55,1,0,7,8
3600,0,39,1,0,8,7
4000,0,29,1,1,4,8
3000,0,29,0,0,8,8
3933,0,45,0,0,8,9
2000,0,34,1,1,8,9
3000,0,44,0,1,7,10
3000,0,20,0,1,3,8
3000,0,18,0,1,2,6
2600,0,37,1,1,6,5
6600,0,45,1,1,4,8
2700,0,54,1,1,9,8
2700,0,46,1,1,9,6
2700,0,28,0,1,8,9
2700,0,20,0,1,10,7
3300,0,35,1,1,8,9
3300,0,36,1,0,8,8
1250,0,52,1,1,3,4
1250,0,56,1,0,3,5
2700,0,38,1,1,8,2
2700,0,34,1,1,8,8
1340,0,67,1,1,5,5
1340,0,66,1,1,5,9
800,0,58,0,1,2,7
1850,0,41,1,1,7,8
1850,0,49,1,1,2,5
2000,0,36,1,1,8,7
NA,0,30,1,1,10,8
2500,0,30,1,1,8,8
2500,0,40,1,1,10,10
1200,0,38,0,1,8,8
3300,0,48,1,1,8,9
2200,0,34,0,1,8,8
2500,0,30,1,1,9,9
2500,0,31,1,1,9,10
2600,1,21,0,1,8,9
2600,0,46,1,1,8,8
2600,0,41,1,1,9,8
2300,0,40,1,1,8,9
2300,0,39,1,1,8,9
3000,0,42,1,1,8,8
3000,0,37,1,1,9,8
4000,0,42,1,1,8,8
4000,0,21,0,1,9,9
4000,0,20,0,1,10,8
4800,0,47,1,1,10,8
4800,0,45,1,1,9,8
4800,0,24,0,1,10,5
4800,0,24,0,1,9,7
4800,0,20,0,1,10,8
4800,0,23,0,1,9,10
4800,0,21,0,1,9,10
4500,0,40,1,1,8,9
1668,0,40,1,1,6,6
1200,0,66,1,1,8,8
1200,0,66,1,1,5,9
4500,0,31,0,1,10,9
4000,0,32,1,1,8,9
4000,0,31,1,1,9,8
1300,1,43,0,1,7,6
1300,0,22,0,1,7,9
350,0,23,0,1,4,5
350,0,24,0,0,10,10
1500,0,57,1,1,5,5
1500,0,68,1,1,2,5
3200,0,55,1,0,7,7
1800,0,44,0,1,8,8
1900,0,46,0,1,7,6
1900,0,21,0,1,7,8
1900,0,17,0,1,NA,NA
740,0,24,0,1,8,7
1900,0,47,1,1,7,8
1900,0,47,1,1,8,7
1900,0,19,0,1,10,8
NA,0,42,0,1,2,5
1300,0,26,0,1,9,9
NA,0,36,1,1,6,8
NA,0,40,1,0,8,10
3000,0,19,0,1,9,7
4000,0,28,0,1,5,10
4000,0,50,1,1,8,9
4000,0,48,1,1,8,7
4000,0,28,0,1,9,6
4000,0,18,0,1,NA,8
2400,0,45,1,1,8,9
2400,0,45,1,1,8,8
2400,0,20,0,1,8,8
5000,0,42,1,1,6,7
5000,0,46,1,1,7,8
1500,0,41,0,1,7,6
2400,0,38,1,1,8,7
2400,0,46,1,1,10,10
4600,0,21,0,1,9,9
4600,0,46,1,1,4,4
4600,1,41,1,1,4,6
4600,0,24,0,1,8,8
3000,0,35,1,1,7,6
3800,0,35,1,1,9,8
3800,0,35,1,0,9,9
1200,1,43,0,1,2,3
2500,0,27,0,1,6,7
400,1,49,0,1,4,4
1700,0,35,1,1,7,7
1700,0,28,1,0,10,7
2120,0,36,0,1,5,9
2120,0,39,1,1,NA,9
5000,0,38,1,1,6,7
5000,0,39,1,1,7,8
3400,0,37,1,1,8,9
3400,0,38,1,1,7,7
1800,0,25,0,1,9,9
1800,0,50,1,1,8,5
1800,0,45,1,1,5,9
1800,0,22,0,1,10,10
1800,0,19,0,1,6,8
2400,0,29,0,1,6,9
1900,0,31,1,1,8,8
1900,0,28,1,1,8,10
760,1,59,0,1,7,6
1600,1,43,0,1,2,5
1600,0,18,0,1,9,9
1500,0,40,1,1,5,8
1500,1,33,1,1,5,8
2000,0,38,1,1,8,8
2000,0,34,1,1,7,7
1500,1,32,0,1,8,2
4000,0,37,1,1,9,8
4500,0,39,1,1,8,9
4500,0,43,1,0,8,9
2260,0,37,0,1,7,8
2260,0,33,0,1,8,7
1500,0,58,0,1,10,10
3800,0,23,0,1,7,8
4000,0,47,1,1,8,7
4000,0,47,1,1,4,7
3000,0,38,0,1,6,9
3000,0,34,0,0,6,9
750,0,39,0,1,6,5
1500,0,25,0,1,8,9
1500,0,24,0,1,10,9
2300,0,46,1,1,9,5
2300,1,32,1,1,9,7
3500,0,52,1,1,7,8
3500,1,42,1,1,6,8
3500,0,21,0,1,7,7
400,1,45,0,1,5,6
1880,0,40,1,1,8,9
1880,0,31,1,0,7,9
1300,0,63,1,1,4,8
1300,0,54,1,1,6,7
1500,0,64,1,1,7,8
1500,0,63,1,1,8,5
1500,1,41,0,1,6,6
1600,0,45,1,1,6,5
1100,0,20,0,1,9,9
1100,1,21,0,0,9,6
1210,0,68,1,1,6,7
1210,0,66,1,1,6,7
2400,0,38,1,1,5,6
2400,0,42,1,0,8,8
2300,0,55,0,1,4,4
2300,0,21,0,1,10,9
3100,0,44,1,1,6,10
3100,0,41,1,1,8,10
343,0,52,0,1,2,5
3800,0,45,1,1,8,9
3800,0,53,1,0,8,10
3800,0,20,0,1,9,10
2700,0,48,1,1,10,10
2700,0,44,1,1,9,10
2800,0,30,1,1,7,9
2800,0,33,1,1,8,9
4700,0,41,1,1,8,10
4700,0,48,1,0,9,10
3600,0,44,1,1,8,8
3600,0,44,1,1,8,6
3600,0,18,0,1,NA,NA
3800,0,40,1,1,10,10
3800,0,34,1,1,10,10
1800,0,22,0,1,9,9
1200,0,28,0,1,8,8
800,0,27,0,1,10,9
1100,0,27,0,1,10,9
2360,0,40,1,1,9,8
2360,0,44,1,1,9,8
399,1,49,0,1,5,5
2400,0,47,1,1,5,5
3300,0,64,1,1,8,8
5000,0,47,1,1,8,8
5000,0,47,1,1,7,10
5000,0,17,0,1,NA,NA
3500,0,43,1,1,9,8
3500,0,53,1,1,8,10
3500,0,22,0,1,6,5
3500,0,20,0,1,10,10
2800,0,33,1,1,8,8
2800,0,30,1,1,8,9
1350,0,48,0,1,9,7
NA,0,24,0,1,8,7
NA,0,31,1,1,7,9
1100,1,55,1,1,3,5
1100,0,56,1,1,7,8
2200,0,47,0,1,8,9
1084,1,38,0,1,7,8
NA,0,35,1,1,9,10
1080,0,51,0,0,9,9
1200,1,64,1,1,5,9
3400,0,47,1,1,7,10
3400,0,52,1,1,8,6
4000,0,56,1,1,8,10
4000,0,60,1,0,5,7
4000,0,18,0,1,7,9
