unemployed,educ,health,age,female,migback
0,10.5,7,61,1,0
0,13,7,80,0,0
0,11.5,3,76,1,0
0,11.5,8,56,0,0
0,13,8,51,1,1
0,13,5,23,1,1
0,NA,NA,20,0,1
0,NA,NA,17,0,1
0,11,9,68,0,0
0,18,8,58,0,0
0,12,8,53,1,0
0,13,9,22,0,0
0,16,7,52,1,0
0,13,8,68,1,0
0,11.5,3,50,0,1
0,13.5,2,48,1,0
0,NA,NA,17,0,1
0,11.5,9,83,1,1
0,13,5,55,1,1
0,18,4,61,0,0
0,15,0,56,1,0
0,12,10,67,1,0
0,16,5,37,0,0
0,10.5,6,67,1,0
0,12,4,48,1,0
0,12,8,49,0,0
0,13.5,6,63,0,0
0,18,9,63,1,0
0,14.5,6,50,0,0
0,15,5,40,1,0
0,11.5,9,44,1,0
0,15,8,44,0,0
0,12,7,56,0,0
0,14,9,47,1,0
0,12,8,26,1,0
0,11.5,8,69,1,1
0,11.5,9,72,0,0
0,14.5,8,32,1,0
0,11,3,76,1,1
0,15,8,60,1,1
0,11.5,4,68,1,0
0,10.5,5,77,0,0
0,18,5,72,1,0
0,18,8,64,0,0
0,18,7,58,1,0
1,14.5,1,56,1,1
0,10.5,6,74,0,0
0,10.5,3,74,1,0
0,18,3,66,0,0
0,18,5,62,1,0
0,18,8,30,0,0
0,18,3,60,0,0
1,18,5,57,1,0
0,11.5,8,64,0,0
0,18,5,61,1,0
0,15,9,37,0,1
0,13,7,84,0,0
0,10.5,3,87,1,0
0,12,7,73,0,0
0,10.5,3,73,1,0
0,18,7,44,1,1
0,16,9,42,0,0
0,18,7,44,0,0
0,18,7,42,1,0
0,14,6,60,1,0
0,12,6,77,0,0
0,12,6,72,1,0
0,14.5,7,34,1,0
0,15,6,63,1,0
0,18,7,63,0,0
0,18,7,52,0,0
0,12,8,51,1,0
0,18,4,80,0,1
0,11.5,0,77,1,0
0,11.5,8,58,0,0
0,15,9,57,1,0
0,9,2,76,0,0
0,10.5,4,75,1,0
0,11.5,8,46,0,0
0,12,5,49,1,0
0,NA,7,20,0,0
0,12,5,77,1,0
0,13,7,61,0,0
0,11.5,9,57,1,0
0,14,5,33,0,0
0,13.5,7,33,0,0
1,12,8,46,0,0
0,11.5,4,50,1,0
0,10.5,4,53,0,0
0,15,8,27,1,0
0,11.5,7,36,0,0
0,12,7,36,1,0
0,11.5,5,58,1,0
0,10.5,6,75,0,0
0,10.5,2,78,0,0
0,10.5,1,75,1,0
0,10.5,6,91,1,0
0,11.5,8,56,0,0
0,10.5,5,58,1,0
0,14,4,81,0,0
0,11.5,1,81,1,0
0,15,0,75,0,0
0,12,8,68,1,0
0,11,3,82,0,0
0,10.5,5,74,1,0
0,12,4,77,1,0
0,11.5,8,65,0,0
0,15,7,65,1,0
0,18,2,64,1,0
0,18,7,79,0,0
0,10.5,7,78,1,1
0,11.5,5,58,0,0
1,11.5,4,57,1,0
0,9,1,87,1,1
0,10.5,8,70,0,0
0,12,7,61,1,1
0,11.5,5,61,0,0
0,18,8,74,0,0
0,10.5,7,74,1,0
0,15,5,38,1,0
0,10,NA,37,0,0
0,11.5,5,55,1,0
1,9,5,55,0,1
1,9,5,30,0,0
0,15,6,58,0,1
0,9,0,66,1,0
1,10.5,5,56,0,0
0,13.5,3,25,0,0
0,18,10,63,0,0
0,11,6,63,1,0
0,13,8,52,1,0
0,13,8,54,0,0
0,15,7,67,0,0
0,13,2,62,1,0
0,11.5,5,40,0,0
0,11.5,8,36,1,0
0,11.5,6,64,0,0
0,10.5,7,60,1,1
0,10.5,5,73,0,0
0,10.5,6,67,1,0
0,11.5,8,38,0,0
0,15,3,82,0,0
0,9,5,79,1,0
0,11,0,81,1,0
1,11.5,7,57,1,0
0,10.5,2,59,0,0
1,11.5,6,52,0,0
0,10.5,5,87,1,1
0,16,7,68,1,0
0,11.5,8,45,1,0
0,14.5,8,36,1,0
0,11.5,6,65,1,0
0,11.5,10,65,1,0
0,12,7,32,0,0
0,10.5,2,75,0,1
0,9,5,73,1,1
0,10.5,9,53,1,1
0,10.5,8,30,1,0
0,18,8,55,0,0
0,18,9,51,1,0
0,11.5,7,69,0,0
0,11.5,6,62,1,0
0,10.5,4,58,0,0
0,11.5,3,57,1,0
0,12,8,36,1,0
0,11.5,3,56,1,0
0,11.5,5,33,1,0
0,12,8,71,0,0
0,10.5,7,64,1,0
0,13,8,74,0,0
0,11.5,8,71,1,0
0,11,7,89,1,0
0,12,5,65,1,0
0,11.5,8,51,1,0
0,18,3,60,0,0
0,11.5,2,58,1,0
0,13,7,71,0,0
0,18,7,66,1,0
0,15,8,58,1,0
0,18,9,53,0,0
0,18,7,55,1,0
0,18,8,30,1,0
0,10.5,8,82,1,0
0,13,7,53,1,0
0,10.5,6,48,0,0
0,10,NA,17,1,0
0,11.5,8,37,0,0
0,13,9,49,1,0
0,16,8,53,0,0
0,13,4,27,0,0
0,18,8,23,1,0
0,11.5,NA,56,0,0
0,13,6,55,1,0
0,12,7,27,0,0
0,16,8,69,0,0
0,11.5,8,64,1,0
0,18,8,39,1,0
0,18,9,38,0,0
0,18,9,28,0,0
0,12,9,38,0,0
0,16,10,39,1,0
0,15,8,50,0,0
0,12,5,49,1,0
0,NA,7,28,1,0
0,11,8,74,0,0
0,10.5,7,29,0,0
0,9,4,92,1,0
0,11,4,76,1,0
0,18,7,65,0,0
0,16,8,63,1,0
0,12,6,67,0,0
0,12,8,51,0,0
0,11.5,7,56,1,1
0,11.5,8,62,0,0
0,11.5,10,61,1,0
0,10.5,8,90,0,0
0,10.5,9,90,1,0
0,10.5,8,73,1,1
0,11.5,10,42,1,0
0,12,7,54,0,0
0,12,8,55,1,0
0,18,8,33,0,0
0,10.5,6,77,0,0
0,10.5,5,71,1,0
0,12,8,42,1,0
0,10.5,5,77,1,0
0,12,10,54,0,0
0,11.5,5,53,1,0
0,11.5,8,29,1,0
0,11.5,8,25,0,0
0,10,4,19,1,0
0,10.5,9,54,0,0
0,10.5,6,68,1,0
0,10.5,2,81,0,0
0,10.5,7,73,1,0
0,10.5,7,61,1,0
0,NA,3,26,0,0
0,11.5,9,47,0,0
0,11.5,8,51,1,0
0,11.5,8,21,0,0
0,10,5,19,1,0
0,10.5,4,77,0,0
0,15,5,47,0,0
0,16,8,80,0,0
0,10.5,8,77,1,0
0,18,6,64,0,0
0,16,6,71,1,0
0,12,6,75,0,0
0,11.5,6,73,1,0
0,17,8,35,0,0
0,8.5,8,88,1,0
0,18,7,80,1,0
0,14.5,4,92,1,0
0,18,8,61,0,0
0,14.5,10,49,1,0
0,12,4,77,1,1
0,10.5,5,78,0,0
0,9,1,76,1,0
0,11.5,6,59,1,0
0,11.5,6,64,0,0
0,11.5,8,57,0,0
0,11.5,8,69,1,0
0,11,5,71,0,0
0,12,8,70,1,0
0,18,8,74,1,0
0,11.5,8,55,0,0
0,13,8,56,0,0
0,13,4,56,1,0
0,18,6,65,1,0
0,18,6,66,0,0
0,13,7,72,0,0
0,11.5,8,65,1,0
0,15,9,30,0,0
0,11.5,9,38,1,0
0,11.5,8,38,0,0
0,14,7,53,1,0
0,12,8,41,0,0
0,12,8,66,1,0
0,10.5,5,85,1,0
0,11.5,3,53,1,0
0,11.5,4,47,1,0
0,10,NA,17,1,0
0,10.5,6,79,0,0
0,12,7,75,1,0
0,18,6,77,0,0
0,13,5,49,1,0
0,11.5,9,39,0,0
0,14.5,7,40,1,0
0,18,5,81,0,0
0,11.5,8,60,1,0
0,12,8,61,0,0
0,16,7,39,0,0
0,11.5,10,61,1,1
0,11.5,10,64,0,0
0,11.5,0,44,0,0
0,11.5,4,50,1,0
0,11.5,2,53,0,0
0,NA,7,20,1,0
0,8.5,9,69,0,0
0,12,9,64,1,0
0,12,8,49,1,0
0,NA,9,19,1,0
0,13,3,53,0,0
0,14.5,8,42,0,0
0,11.5,3,66,1,0
0,16,2,67,0,0
0,10.5,5,74,0,0
0,10.5,7,74,1,0
0,11.5,7,66,1,0
0,12,3,57,1,0
0,10.5,5,59,0,0
0,NA,10,20,1,0
0,12,7,81,1,0
0,11.5,5,36,0,0
0,12,8,57,0,0
0,11.5,8,49,1,0
0,11.5,9,26,1,0
0,18,7,25,1,0
0,11.5,7,58,1,0
0,9,8,72,0,0
0,16,6,68,1,0
0,14.5,7,36,1,0
0,10.5,6,72,0,0
0,12,4,85,1,0
0,18,9,84,1,0
0,13,0,86,0,0
0,9,0,86,1,0
0,11.5,5,60,1,0
0,11.5,7,58,0,0
0,13.5,7,28,0,0
0,10.5,5,71,0,1
0,11.5,4,71,1,0
0,18,8,54,1,0
0,14.5,4,29,1,0
0,18,9,48,0,0
0,11.5,3,51,0,0
0,18,8,56,1,0
0,13,7,57,0,0
0,14.5,5,35,1,0
0,18,8,31,0,0
0,16,8,41,0,0
0,15,8,38,1,0
0,12,6,71,1,0
0,10.5,5,63,0,1
0,10.5,4,62,1,1
1,7,5,33,0,0
0,12,4,64,0,0
0,18,7,56,0,0
0,18,2,57,1,0
0,18,6,73,0,1
0,12,4,75,1,0
0,11.5,7,58,0,0
0,18,8,41,0,0
0,11.5,8,42,1,0
0,11,7,73,1,0
0,11.5,7,59,1,0
0,11,8,30,1,0
1,18,7,57,0,0
0,18,7,57,1,0
0,18,8,33,1,0
0,18,9,26,1,0
0,11.5,7,59,0,0
1,10.5,5,55,1,0
0,10.5,7,28,0,0
0,9,8,26,0,0
0,11.5,8,44,1,0
0,11.5,8,46,0,0
0,15,8,24,1,0
0,10.5,4,61,0,0
0,11.5,5,58,1,0
0,9,4,80,1,0
0,13,7,70,0,1
0,18,6,71,1,0
0,12,5,49,1,0
1,11.5,7,61,1,0
0,15,7,56,0,0
0,18,7,54,1,0
0,12,7,79,0,0
0,10.5,6,77,1,0
0,12,8,65,0,0
0,12,8,59,1,0
0,11.5,7,37,0,0
0,11.5,7,33,1,0
0,16,7,60,0,0
0,15,6,58,1,0
0,12,6,75,1,0
0,11,6,75,1,0
0,NA,8,74,0,0
0,10.5,8,55,0,0
0,12,8,55,1,0
0,15,6,60,0,0
0,18,8,50,0,0
0,18,7,48,1,0
0,13,10,20,0,0
0,NA,9,18,0,0
0,18,7,76,0,0
0,11.5,3,38,1,0
0,11.5,5,39,0,0
0,11.5,5,48,0,0
0,11,8,84,0,0
0,10.5,5,82,1,1
0,12,5,81,0,0
0,10.5,5,89,1,0
0,11.5,6,63,0,0
0,10.5,8,54,0,0
0,12,5,51,1,0
1,11.5,2,48,0,1
0,12,8,59,1,0
0,11.5,7,78,0,0
0,10.5,7,75,1,0
0,10.5,8,72,1,0
0,10.5,8,73,0,0
0,10.5,5,76,0,0
0,10.5,5,75,1,0
0,11.5,8,46,0,0
0,12,7,45,1,0
0,13,9,22,0,0
0,NA,9,19,0,0
0,10.5,5,81,1,0
0,10.5,4,91,0,0
0,9,2,91,1,0
0,11.5,8,51,0,0
0,11.5,4,62,0,0
0,10.5,2,62,1,1
0,10.5,5,38,0,0
0,12,4,56,0,0
0,12,2,54,1,0
0,11.5,7,53,0,0
0,11.5,7,54,1,0
0,11.5,9,31,1,0
0,11.5,7,65,0,1
0,15,8,62,1,0
0,10.5,5,76,0,0
0,11.5,8,56,1,0
0,12,6,35,1,0
0,18,8,56,1,1
0,11,3,89,1,0
0,11.5,4,71,0,0
0,11.5,7,71,1,0
0,15,3,77,0,0
0,10.5,4,71,1,0
0,12,7,59,1,0
0,11.5,7,64,0,0
0,12,8,66,0,1
0,12,7,65,1,0
0,11,3,64,1,0
0,14.5,6,30,1,0
0,14,8,78,1,0
0,11,2,68,0,0
0,12,5,86,0,0
0,11,7,72,1,0
0,18,5,56,1,0
0,11.5,8,72,0,0
0,11.5,6,49,1,0
0,12,7,47,0,0
0,10.5,2,73,0,0
0,11.5,10,73,0,1
0,9,5,52,1,0
0,11.5,8,54,0,0
0,12,8,52,1,0
0,13,4,41,0,0
0,10.5,8,67,0,0
0,12,8,63,1,0
0,11.5,2,62,1,1
0,11.5,7,42,0,0
0,NA,8,29,1,1
0,18,4,68,1,0
0,14.5,8,68,0,0
0,18,10,82,0,0
0,12,6,79,1,0
0,11.5,8,36,0,1
0,11.5,7,35,1,1
0,13.5,7,30,1,0
0,12,7,76,0,0
0,11.5,8,74,1,1
0,11,2,62,1,0
0,12,1,61,0,0
1,9,7,27,0,0
0,11.5,6,55,1,0
0,12,8,59,0,0
0,18,8,26,0,0
0,14.5,7,23,0,0
0,13,7,22,0,0
0,12,8,73,0,0
0,12,9,55,1,0
0,12,8,30,0,0
0,11.5,8,53,1,0
0,14.5,9,21,1,0
0,NA,9,19,1,0
0,14.5,4,37,1,0
0,15,7,39,0,0
0,9,6,73,1,0
0,10.5,3,52,0,0
0,11.5,2,48,1,0
0,10,9,19,0,0
0,18,8,59,0,0
0,18,6,59,1,0
0,10.5,5,51,1,0
0,10.5,8,55,0,0
0,11.5,8,54,0,0
0,18,9,79,0,0
0,18,7,77,1,0
0,11.5,6,46,0,0
0,15,8,38,1,0
0,11.5,10,31,0,0
1,10.5,10,36,0,1
0,10,7,50,1,0
1,7,6,45,0,1
0,12,4,62,1,0
0,11.5,8,77,0,0
0,9,8,75,1,0
0,11.5,7,51,0,0
0,15,8,49,1,0
0,13,8,23,0,0
0,10,8,18,0,0
0,NA,8,18,1,0
0,12,8,70,1,0
0,15,0,51,1,0
0,11.5,8,72,0,0
0,10.5,6,70,1,0
0,9,5,82,1,0
0,13,8,68,0,0
0,9,7,66,1,0
0,11.5,7,45,0,0
0,11.5,4,45,1,0
0,11.5,8,64,1,1
0,10.5,5,71,0,0
0,10.5,5,60,1,0
0,16,7,59,1,0
0,10.5,6,66,1,0
0,11.5,6,55,0,0
0,11.5,9,48,1,0
0,18,8,49,0,0
0,18,8,47,1,0
0,14,9,54,0,0
0,16,5,53,1,0
0,NA,9,21,0,0
0,NA,10,18,0,0
0,11,8,53,0,0
0,13.5,8,52,1,0
0,NA,NA,17,1,0
0,9,2,75,1,0
0,10.5,10,78,0,0
0,9,6,82,1,0
0,12,8,69,1,0
0,10.5,3,53,0,0
0,10.5,5,64,0,0
0,10.5,10,64,1,0
0,9,1,68,1,1
1,9,2,47,1,0
1,10,8,23,1,0
0,11.5,6,46,0,0
0,7,5,47,0,0
0,18,9,80,0,0
0,12,8,76,1,0
0,11,8,33,0,0
0,12,9,32,1,0
0,11,8,78,0,1
0,9,2,69,1,0
0,18,5,76,0,0
0,10.5,7,76,1,0
0,10.5,8,74,0,0
0,10.5,8,69,1,0
0,13.5,8,36,1,0
0,14,8,34,0,0
0,14.5,8,43,0,0
0,14.5,9,37,1,0
0,11,2,77,1,0
0,10,10,82,0,0
0,11.5,9,62,1,0
1,18,3,63,0,0
0,18,8,62,1,0
0,15,8,30,1,0
0,10.5,4,68,1,0
0,13,9,77,0,0
0,13,7,68,0,0
0,10.5,8,64,1,0
0,10.5,7,51,1,0
0,18,8,57,0,0
0,14.5,7,53,1,0
0,18,7,24,1,0
0,13,9,19,0,0
0,13.5,9,51,0,0
0,13.5,8,45,1,0
0,18,3,54,0,0
0,18,7,61,0,0
0,18,7,60,1,0
0,NA,10,27,0,0
0,NA,8,24,1,0
0,13,3,48,0,0
0,18,6,45,1,0
0,15,10,61,0,1
0,11.5,10,46,1,0
0,11.5,3,79,0,0
0,9,1,79,1,0
0,13,7,68,1,0
0,18,8,54,1,0
0,10.5,9,59,0,0
0,11.5,8,60,1,0
0,16,5,50,0,0
0,7,8,52,0,0
0,13.5,5,48,1,0
0,16,7,69,0,1
0,10.5,8,66,1,0
0,11,0,68,0,0
0,11,2,64,1,0
0,11,2,72,0,0
0,11,2,70,1,0
0,18,3,70,1,0
0,10.5,7,64,0,0
0,10.5,4,50,1,0
0,18,8,67,0,0
0,18,8,62,1,0
0,18,8,30,1,0
0,18,7,45,1,0
0,18,8,44,0,0
0,18,8,71,0,0
0,15,10,56,1,0
0,12,5,64,0,0
0,11,5,62,1,0
0,10.5,7,43,0,0
1,12,2,40,1,0
0,NA,9,18,0,0
0,11.5,5,75,0,0
0,14,2,69,1,0
0,10.5,9,80,0,0
0,10.5,8,80,1,0
0,9,6,64,1,1
0,10.5,8,60,0,0
0,11.5,4,60,1,0
0,16,8,34,0,0
0,11,8,75,0,0
0,12,8,74,1,0
0,12,8,55,0,0
0,11.5,9,53,1,0
0,14.5,10,27,0,0
0,10.5,5,47,0,0
0,11,9,63,0,0
0,11.5,1,54,1,0
0,16,7,47,1,0
0,10.5,7,78,0,0
0,10.5,4,76,1,0
0,10.5,6,58,0,0
0,9,3,56,1,0
0,11.5,8,63,0,0
0,11.5,7,58,1,0
0,14.5,2,32,1,0
0,NA,9,28,0,0
0,11.5,3,80,1,0
0,10.5,5,60,0,1
0,10.5,4,42,0,1
1,10.5,2,66,0,0
0,10.5,8,64,1,0
0,NA,9,36,0,0
0,14.5,9,36,1,0
0,12,6,68,0,0
0,10.5,6,60,1,1
0,12,7,49,0,0
0,11.5,7,47,1,0
0,12,9,20,1,0
0,14,7,58,1,1
0,12,4,45,1,0
0,10.5,8,74,1,1
0,10.5,8,73,0,1
0,10.5,2,89,0,0
0,10.5,5,78,1,0
0,10.5,5,66,1,0
0,10.5,6,79,0,0
0,9,6,75,0,0
0,11.5,7,63,0,0
0,9,6,54,1,1
0,11.5,8,63,0,0
0,11.5,8,57,1,0
0,18,9,32,0,0
0,16,8,56,1,0
0,18,5,67,0,0
0,15,8,52,1,0
0,13,10,19,0,0
0,15,10,49,1,1
0,18,7,48,0,1
0,13,9,18,1,1
0,10,10,62,1,0
0,18,7,48,0,0
0,18,9,46,1,0
0,14.5,7,33,0,0
0,18,7,44,0,0
0,11.5,3,42,1,0
0,11.5,5,47,0,0
0,12,6,49,1,1
0,18,7,43,0,1
0,18,7,38,1,1
0,10.5,7,72,1,1
0,9,4,81,1,0
0,10.5,2,78,0,0
0,10.5,8,85,0,0
0,10.5,5,74,1,1
0,12,6,53,1,0
0,18,8,42,1,0
0,18,7,41,0,0
0,11.5,5,55,0,0
0,14,10,48,0,1
0,10.5,8,78,0,1
0,9,7,77,1,0
0,12,9,66,1,0
0,10.5,9,81,1,0
0,12,8,43,0,1
0,12,8,33,1,1
0,18,6,52,0,0
0,11,4,64,1,0
0,12,7,68,0,0
0,9,5,101,1,0
0,9,5,72,1,0
0,14.5,10,41,0,1
0,11.5,10,40,1,0
0,10.5,7,64,0,0
0,10.5,7,61,1,0
0,14.5,7,63,0,0
0,11.5,7,62,1,0
0,18,7,70,0,0
0,18,1,68,1,0
0,11.5,7,31,1,0
0,9,10,40,0,1
0,11.5,9,37,1,1
0,10,10,72,1,0
0,10.5,1,82,0,0
0,10.5,5,79,1,0
0,15,7,52,1,0
0,15,5,85,0,0
0,10.5,8,78,1,0
0,9,6,74,1,0
0,10.5,8,70,0,0
0,17,8,50,0,0
0,11.5,5,50,1,0
0,NA,10,19,1,0
0,10.5,5,68,1,0
0,12,9,33,1,0
0,17,9,49,1,0
0,10.5,5,53,0,0
0,11.5,7,53,1,1
0,10.5,6,48,0,0
0,9,4,76,1,0
0,11.5,7,54,1,0
0,11.5,5,54,0,0
0,11.5,7,27,1,0
0,18,6,73,0,0
0,10.5,7,44,0,0
0,11.5,6,43,1,0
0,12,6,76,0,0
0,10.5,6,71,1,0
0,13,9,44,0,0
0,15,8,36,1,1
0,11.5,8,34,0,0
0,11.5,7,45,1,0
0,18,7,45,0,0
0,11.5,6,52,1,0
0,NA,8,23,1,0
0,13,8,25,0,0
0,NA,NA,17,0,0
0,18,8,77,0,0
0,14.5,8,22,1,0
0,13,5,47,0,0
0,11.5,7,41,1,0
0,13,9,21,0,1
0,16,8,54,0,0
0,14.5,9,40,1,0
0,15,4,77,1,0
0,10.5,0,56,0,0
0,10.5,7,54,1,0
0,11,7,28,0,0
0,12,9,24,1,0
0,10.5,7,52,0,0
0,10.5,8,49,1,0
0,10.5,6,27,0,0
0,11.5,8,25,1,0
0,NA,9,71,0,0
0,12,9,66,1,1
0,13.5,8,39,1,1
0,18,9,33,1,0
0,18,8,45,0,0
0,18,10,44,1,0
0,11,6,49,0,0
0,12,8,44,1,0
0,18,7,66,0,0
0,15,4,65,1,0
0,10.5,3,49,0,0
0,11.5,7,69,0,0
0,15,6,65,1,0
0,10.5,5,68,1,0
0,10.5,5,72,1,1
0,11,3,77,0,0
0,10.5,7,45,0,0
0,10.5,1,76,0,0
0,9,9,69,1,0
0,10.5,7,77,0,0
0,9,8,75,1,0
0,11.5,9,44,0,0
0,11.5,8,42,1,0
0,10.5,3,79,0,0
0,10.5,5,76,0,0
0,9,6,75,1,0
0,15,10,43,1,0
0,10.5,5,68,0,0
0,9,10,80,1,0
0,18,8,34,1,0
0,13,1,71,0,1
0,10.5,8,79,0,0
0,9,6,79,1,0
0,14,6,69,0,0
0,15,7,34,1,0
0,18,8,41,0,0
0,18,3,62,0,0
0,16,6,68,0,0
0,16,7,49,0,1
0,11,7,47,1,0
0,NA,8,18,0,0
0,10.5,8,31,1,1
1,9,8,40,0,1
0,9,8,32,1,1
0,NA,9,18,0,1
0,11.5,8,59,1,1
0,9,3,61,1,1
0,11.5,8,52,0,0
0,10.5,4,59,1,0
0,10.5,5,51,0,0
0,12,4,34,1,1
0,10.5,8,73,1,0
0,10.5,9,68,0,0
0,11,9,48,0,0
0,11,7,48,1,0
0,13,9,19,1,0
0,NA,NA,17,1,0
0,10.5,7,48,1,0
0,10.5,6,46,0,0
0,14.5,3,67,0,0
0,11.5,7,61,1,0
0,12,9,29,0,0
0,7,1,46,1,0
0,10,8,21,1,0
0,10,9,18,1,0
0,9,7,75,1,0
0,14,6,74,0,0
0,11,6,66,1,1
0,11,5,66,0,1
0,11.5,7,75,0,1
0,10,8,68,1,1
0,10.5,9,53,0,0
0,10.5,7,50,1,0
0,11,8,22,0,0
0,12,5,75,0,0
0,10.5,6,64,1,0
0,18,7,69,0,0
0,9,2,69,1,0
0,12,6,75,1,0
0,13,8,72,0,1
0,13,7,32,1,1
0,9,6,79,1,0
0,12,7,72,0,0
0,11.5,7,72,1,0
0,14.5,7,56,1,0
0,NA,2,58,0,0
0,12,8,83,1,1
0,11.5,6,66,0,0
1,11.5,6,63,1,0
0,10.5,4,57,0,0
0,12,8,49,1,0
0,14.5,9,56,1,0
0,15,9,26,1,0
0,NA,3,25,0,0
0,11.5,0,67,1,0
0,16,4,69,0,0
0,10.5,7,65,1,0
0,18,8,60,1,0
0,18,9,31,0,0
0,15,9,51,0,0
0,11.5,8,51,1,0
0,15,8,62,0,0
0,12,7,61,1,0
0,11.5,7,58,0,0
0,13.5,9,57,1,0
0,18,9,57,0,0
0,11.5,1,67,1,0
0,15,7,58,0,0
0,15,7,56,0,1
0,18,8,51,1,0
0,12,4,76,1,0
0,18,2,78,0,0
0,11,7,74,1,0
0,12,5,49,1,0
0,13,4,47,0,0
0,18,9,49,0,0
0,18,9,45,1,0
0,10.5,7,74,1,0
0,10.5,9,74,0,0
0,18,6,72,0,0
0,11.5,2,71,1,0
0,10.5,4,77,0,0
0,11.5,6,76,1,0
0,13,9,53,1,0
0,18,8,30,0,0
0,9,5,82,1,0
0,10.5,5,74,1,0
0,10.5,3,72,0,0
0,11,7,76,1,0
0,16,6,76,0,0
0,11.5,9,54,1,0
0,12,10,51,0,0
0,13,9,49,1,0
1,15,8,63,0,1
0,11.5,7,77,1,0
0,11,0,91,1,0
0,11,8,74,0,0
0,14.5,7,68,1,0
0,9,6,77,1,0
0,10.5,5,82,0,0
0,10.5,8,80,0,0
0,10.5,5,47,0,0
0,NA,7,22,0,0
1,10.5,5,51,1,0
1,10,3,40,1,0
0,NA,8,19,0,0
0,10,6,22,1,0
1,11.5,5,44,0,0
0,9,3,74,1,0
1,10.5,3,40,1,0
0,9,6,19,0,0
1,10,6,31,1,0
1,9,8,34,0,0
0,11,8,67,0,1
1,9,8,60,1,1
0,15,8,28,1,0
0,18,0,58,0,0
0,18,9,58,1,1
0,11.5,5,38,1,0
0,10.5,5,55,0,0
0,12,6,51,1,0
0,10.5,6,51,0,0
0,11.5,7,51,1,0
0,10.5,9,26,0,0
0,10.5,8,28,0,0
0,12,8,57,0,0
0,18,5,64,0,0
0,11.5,2,59,1,1
0,14,5,76,0,0
0,15,7,75,1,0
0,14,7,47,1,0
0,14.5,5,60,0,0
0,18,8,46,0,0
0,18,5,45,1,0
0,11.5,4,47,0,0
0,11.5,7,44,1,0
0,18,3,53,0,0
0,10.5,8,62,1,0
0,11,4,84,1,1
0,18,6,68,0,0
0,13,4,60,1,0
0,18,9,49,1,0
0,15,7,49,0,0
0,NA,10,21,0,0
0,18,6,74,1,0
0,10.5,5,72,0,0
0,14.5,4,49,0,0
0,15,8,68,1,0
0,10.5,7,64,0,0
0,12,8,62,1,0
0,11,6,74,0,0
0,11,6,72,1,0
0,11.5,3,43,0,0
0,16,3,38,1,0
0,11.5,7,51,0,0
0,13,8,51,1,0
1,11.5,5,63,1,0
0,13,5,73,0,0
0,13,8,68,1,0
0,18,4,63,0,1
0,16,5,61,1,1
0,15,2,64,1,0
0,13,6,83,1,0
0,13,8,52,1,0
0,18,5,79,0,0
0,10.5,7,87,0,0
0,10.5,2,84,1,0
0,10.5,6,86,0,0
0,7,6,84,1,0
0,10.5,6,71,1,0
0,18,7,61,1,0
0,18,7,49,0,0
0,18,10,45,1,0
0,11.5,5,69,0,0
0,11.5,8,64,1,0
0,10.5,8,62,0,0
0,11.5,8,54,1,0
0,12,8,46,0,0
0,18,5,42,1,0
0,12,5,73,0,0
0,11.5,6,67,1,0
0,11.5,4,61,0,0
0,11.5,8,60,1,0
0,11,5,84,1,0
0,10.5,5,78,0,0
0,10.5,6,77,0,0
0,11.5,9,43,0,0
0,11.5,8,33,1,0
0,10.5,5,80,0,0
0,10.5,6,79,1,0
0,11.5,5,50,0,0
0,11.5,5,46,1,0
0,11.5,5,22,0,0
0,NA,NA,17,0,0
0,11.5,7,63,0,0
0,10.5,0,60,1,0
0,12,5,26,1,0
0,11.5,5,35,1,0
0,15,3,35,0,0
0,9,2,84,1,1
0,12,6,61,0,0
0,11.5,9,61,1,0
0,12,7,34,1,0
0,18,8,66,0,0
0,18,4,64,1,0
0,12,7,66,1,0
0,12,6,64,0,0
0,11.5,4,63,1,0
0,9,8,78,1,0
0,11.5,7,65,1,0
0,15,8,85,0,0
0,11,7,92,0,0
0,14,6,27,1,0
0,10.5,5,35,0,0
0,9,3,32,0,0
0,15,8,44,0,1
0,16,8,31,1,1
0,18,6,33,0,0
0,18,7,27,0,1
0,10.5,8,55,0,0
0,13,7,22,0,0
0,18,6,33,0,0
0,14,8,38,0,0
0,18,8,35,0,0
0,10.5,8,33,1,0
0,13.5,9,32,0,0
0,14,8,36,0,0
0,11.5,5,40,0,0
0,18,8,49,1,0
0,NA,NA,17,0,0
0,16,9,36,1,0
0,18,9,50,0,1
0,11,6,57,0,1
0,11,5,49,0,0
0,12,8,35,1,1
0,11.5,3,35,0,0
0,15,9,32,0,1
0,15,8,30,1,1
0,10,8,55,0,0
0,10.5,8,37,0,0
0,11.5,9,38,0,0
0,NA,9,24,1,0
0,10.5,7,37,0,0
0,11,1,65,0,0
0,12,8,62,1,0
0,10.5,7,40,0,0
0,10,10,19,1,0
0,11.5,5,44,0,0
0,13,8,39,0,0
0,12,6,33,0,0
0,12,7,23,1,1
0,12,8,39,1,0
0,15,10,39,0,1
0,NA,9,41,1,0
1,10,7,32,1,0
0,12,7,48,0,0
0,11.5,7,42,1,0
0,13,7,35,1,0
0,10.5,4,45,0,0
0,11.5,7,36,1,0
0,18,10,33,0,0
0,13.5,3,31,1,0
0,14.5,4,38,0,0
0,12,5,43,0,0
0,12,8,27,1,0
0,12,9,34,1,0
0,NA,8,28,1,0
0,18,5,33,1,0
0,12,6,40,0,0
0,18,8,39,1,0
