unemployed,educ,health,age,female,migback
0,15,5,54,0,0
0,13,7,19,0,0
0,NA,NA,17,1,0
0,11,10,43,1,0
0,13,10,20,1,0
0,11.5,4,49,1,0
0,16,7,48,0,0
0,9,6,46,0,0
0,9,5,42,1,0
0,7,8,26,1,1
0,10.5,8,30,0,0
0,15,6,40,0,0
0,16,6,36,1,0
0,18,8,55,0,0
0,11.5,8,47,1,0
0,NA,9,19,0,0
0,14,9,34,0,0
0,12,3,33,1,0
0,18,2,39,1,0
0,10.5,8,45,0,0
0,10.5,8,40,1,1
0,NA,NA,17,0,1
0,15,6,41,0,0
0,11.5,5,50,1,0
0,NA,3,18,1,0
0,11.5,8,52,1,0
0,11.5,6,42,0,0
0,15,7,40,1,0
1,11,5,30,1,0
0,15,8,46,0,0
0,15,7,48,1,0
0,NA,9,18,0,0
0,10.5,6,33,1,0
0,12,7,55,0,0
0,11.5,10,60,0,0
0,11.5,7,56,1,0
0,NA,8,19,1,0
0,14.5,8,43,1,1
0,10.5,5,39,1,0
1,10,NA,17,1,0
0,15,9,45,1,0
0,11.5,9,43,1,0
0,11.5,7,38,0,0
0,15,8,58,1,0
0,NA,6,20,1,0
0,15,7,50,1,0
0,13,8,21,1,0
0,15,10,52,1,0
0,11.5,8,45,1,1
0,9,NA,17,1,0
0,16,9,48,1,1
0,13,10,19,0,1
0,8.5,10,34,1,0
0,15,8,48,1,0
0,11.5,5,35,1,0
0,NA,NA,17,1,0
0,12,5,53,1,0
0,11,8,53,1,0
0,11.5,8,22,0,0
0,10,NA,17,1,0
0,18,9,50,1,0
0,18,8,49,1,0
0,10,8,48,1,1
0,16,6,49,1,0
0,NA,NA,17,1,0
0,14.5,6,57,0,0
0,12,2,44,1,1
0,15,2,53,1,1
0,NA,5,20,1,1
0,11.5,9,49,1,0
0,14,9,37,0,1
0,13,10,25,1,1
0,12,7,52,1,0
0,10,8,18,0,0
0,11.5,8,49,1,0
0,11.5,8,48,1,0
0,11.5,8,20,1,0
0,10.5,5,54,1,0
0,NA,6,22,1,0
1,11.5,5,44,1,0
0,11.5,9,43,0,0
0,11.5,7,26,0,0
0,11,10,41,1,1
0,12,10,20,1,0
0,14.5,8,43,1,0
0,12,9,19,1,0
0,15,7,47,1,0
0,NA,NA,17,1,0
0,10,9,46,1,1
0,14.5,7,50,1,0
0,11.5,8,40,1,0
0,10.5,6,45,1,0
0,12,7,38,1,0
0,10,NA,17,0,0
0,14.5,6,47,1,0
1,11.5,4,54,1,0
1,9,6,22,0,0
0,15,8,53,1,0
0,NA,10,18,1,0
0,11.5,6,47,1,1
0,11.5,3,54,1,0
0,NA,8,21,0,0
0,NA,5,18,1,0
0,NA,NA,17,1,0
0,11.5,6,46,1,0
0,NA,7,19,0,1
0,11.5,7,44,1,0
0,11,9,38,1,0
0,10.5,7,37,0,0
0,10.5,7,41,1,0
0,11,10,31,1,0
0,10.5,9,27,0,1
0,10.5,2,56,1,0
1,9,3,33,1,0
0,13,8,29,1,0
0,11.5,5,55,1,1
0,NA,9,18,1,0
0,10.5,8,39,1,0
0,10,NA,17,0,0
0,11.5,8,39,1,0
0,11.5,4,41,1,0
0,9,8,54,1,1
0,11.5,6,50,0,0
0,13,8,19,1,0
0,18,8,52,1,0
0,9,NA,17,0,0
0,11.5,8,42,1,0
0,10.5,6,63,1,0
1,10.5,9,20,1,0
1,12,2,46,1,1
0,12,7,53,1,0
0,NA,10,19,0,0
0,11.5,2,46,1,1
0,16,6,54,0,0
0,15,10,50,1,0
0,13,9,20,1,0
0,NA,7,18,0,0
0,9,2,51,0,1
0,9,3,46,1,1
0,13,4,23,1,1
0,9,5,21,0,1
0,11.5,5,47,1,1
0,10,9,19,1,0
0,11.5,8,50,0,1
0,14,0,34,1,0
0,16,5,52,1,0
1,7,8,34,0,1
1,11.5,10,32,1,1
0,11.5,9,48,1,0
0,13.5,8,39,1,0
1,11.5,6,45,1,0
0,10,6,52,1,0
0,11.5,9,48,1,0
0,11.5,7,19,0,0
1,9,5,54,1,0
0,NA,10,18,1,0
0,18,5,53,0,0
0,NA,7,47,1,1
0,12,3,42,1,1
0,18,9,62,1,0
0,13,7,20,1,1
0,11.5,6,45,1,0
0,12,8,49,1,0
0,12,2,49,1,0
0,16,3,51,1,1
1,14.5,6,36,1,0
0,12,10,45,1,0
0,NA,6,19,1,0
0,9,8,51,1,0
0,11.5,5,35,1,0
0,7,5,18,0,0
0,12,8,29,0,0
0,14.5,7,52,0,0
0,15,4,52,1,0
0,13,9,20,1,0
0,10,9,18,0,0
0,10,8,47,1,0
0,12,7,18,1,0
0,15,7,50,0,0
1,18,2,49,1,0
0,11.5,4,56,1,0
0,9,8,19,0,0
0,18,7,40,1,0
1,9,6,62,0,0
0,NA,8,23,1,0
0,11.5,9,50,1,0
0,NA,NA,17,1,0
0,11.5,3,48,1,1
0,NA,9,18,1,1
0,12,9,45,1,0
0,11.5,7,39,1,0
0,10.5,5,54,1,0
0,10,5,18,0,1
0,11.5,7,50,1,0
0,NA,9,19,1,0
0,16,4,56,1,0
0,13,10,20,1,0
0,NA,NA,17,1,0
0,18,10,53,1,0
0,15,4,50,0,1
0,NA,7,21,0,1
0,10,5,43,1,0
0,11.5,4,51,1,1
0,10,6,22,1,0
0,10.5,8,53,1,0
0,11.5,10,26,1,0
0,11.5,7,22,1,0
0,13,9,20,1,0
0,16,8,40,0,0
0,10.5,9,37,1,0
1,10.5,8,60,0,0
0,10.5,3,52,1,0
0,18,4,32,1,0
0,18,9,51,0,0
0,18,9,41,1,0
0,11.5,2,41,1,0
0,13,8,50,1,0
0,NA,NA,17,0,0
0,15,10,48,1,0
0,NA,NA,17,1,0
0,18,4,50,1,0
0,NA,NA,17,1,0
0,13.5,8,48,1,0
0,9,NA,17,1,0
0,11.5,8,54,1,1
0,11.5,6,44,1,0
0,13,9,18,1,1
1,10,7,50,1,0
0,7,NA,17,0,0
0,11.5,8,35,1,0
0,14.5,7,44,1,1
0,11.5,7,35,1,0
0,11.5,5,49,1,0
0,NA,8,18,1,0
0,11.5,7,48,1,0
0,13,7,19,0,0
0,11,5,46,1,0
0,12,10,48,1,0
0,11.5,8,51,1,1
0,12,2,19,1,0
0,14.5,6,48,0,0
0,NA,NA,17,1,0
0,14.5,7,40,1,0
0,15,8,47,1,0
0,11.5,8,44,1,0
0,10,NA,17,0,0
0,15,8,47,1,0
0,14,9,44,1,0
0,NA,9,18,1,0
0,16,7,43,1,0
0,11.5,6,50,0,0
0,11.5,7,53,1,0
0,13,7,51,1,0
0,10.5,7,52,1,1
0,15,8,51,1,1
1,11.5,9,45,0,0
0,NA,10,19,0,0
0,12,5,45,1,1
0,13,8,42,0,0
0,15,8,46,1,1
0,15,8,32,0,1
0,13,2,60,0,0
0,10,5,72,1,0
0,10.5,0,62,0,1
0,NA,10,19,1,0
0,10.5,6,54,1,0
0,12,9,19,1,0
0,11.5,7,43,1,0
0,13,9,39,0,0
0,9,7,49,1,0
0,10,NA,17,1,0
0,11.5,4,38,1,0
1,11.5,6,47,0,0
0,9,8,22,1,0
0,18,9,35,1,0
0,18,9,34,0,0
0,10,NA,17,1,0
0,11.5,7,47,0,0
0,NA,9,21,0,0
0,18,7,30,1,0
0,10,5,32,1,0
0,11.5,7,34,0,0
0,18,7,53,1,0
0,NA,NA,17,0,0
1,12,5,40,1,1
0,9,5,19,0,1
0,7,NA,17,1,1
0,12,9,43,0,0
0,15,9,40,1,0
0,12,6,39,1,0
0,10,NA,17,0,0
0,11.5,8,38,0,0
0,12,8,34,1,0
0,12,7,39,1,0
0,11.5,6,39,0,0
0,NA,6,19,0,0
0,9,NA,17,0,0
0,13,9,52,0,0
0,12,8,46,1,0
0,NA,10,18,1,0
0,NA,NA,17,1,0
1,11.5,7,45,1,0
0,12,3,43,1,0
0,11.5,5,50,0,0
0,11.5,5,49,1,0
0,10,10,18,0,0
1,7,7,33,0,0
0,10,5,30,1,0
0,12,9,48,0,0
0,13,8,46,1,0
0,11.5,5,36,1,0
0,11.5,7,45,1,0
1,16,2,44,1,0
0,18,2,47,0,0
0,18,2,45,1,0
0,10.5,9,45,1,0
1,11,9,36,1,0
0,16,9,52,1,0
0,11.5,8,47,1,0
0,11.5,9,48,0,0
1,11.5,6,45,1,0
1,9,5,18,0,0
0,11.5,4,41,1,0
1,9,6,18,1,0
0,18,8,49,1,0
0,NA,10,18,0,1
0,11.5,8,45,1,0
0,12,9,45,1,1
0,12,10,54,1,0
0,9,NA,17,0,0
0,11.5,8,57,0,1
0,18,7,56,0,0
0,15,5,54,1,0
0,13,6,21,0,0
0,NA,7,18,1,0
0,11.5,8,42,1,0
0,15,6,34,1,0
0,12,8,41,1,0
0,12,NA,17,0,1
0,11.5,9,47,0,0
0,10,3,38,1,0
0,12,8,36,1,0
0,12,8,37,1,0
0,18,8,55,0,0
0,18,7,49,1,0
0,13,9,20,0,0
0,NA,NA,17,0,0
0,18,10,48,0,0
0,13,1,19,1,0
0,NA,NA,17,1,0
0,13,2,31,1,0
0,18,3,43,1,0
0,12,1,49,1,0
0,14.5,9,48,1,0
0,11.5,8,46,0,0
0,10,9,20,0,0
0,NA,NA,17,1,0
0,11.5,8,49,1,0
0,11.5,10,18,0,0
0,9,6,33,1,0
0,18,8,44,0,0
0,11.5,8,42,1,0
0,18,8,52,0,0
0,18,9,49,1,0
0,NA,8,20,0,0
0,11.5,7,47,0,1
1,10,8,47,1,0
0,NA,7,19,1,0
0,13.5,3,47,1,0
0,7,4,30,1,1
0,11.5,5,25,0,0
1,9,4,28,0,0
1,11.5,2,39,1,0
0,12,6,44,1,0
0,9,6,44,0,0
0,13,8,21,0,0
0,NA,3,18,1,0
0,18,3,46,1,0
0,13,8,20,1,0
0,NA,7,18,0,0
0,15,9,47,1,0
0,10.5,7,51,0,0
0,11.5,5,48,1,0
0,12,9,19,1,0
0,10,NA,17,0,0
0,18,8,53,1,0
0,18,7,51,0,0
0,NA,8,23,1,0
0,13,9,20,0,0
0,18,9,54,1,0
0,10,10,43,1,0
0,7,5,46,0,0
1,9,7,42,1,0
1,9,7,20,0,0
0,16,8,51,1,0
0,12,8,51,1,0
0,10,3,20,0,0
0,NA,10,19,0,0
0,12,7,35,1,0
0,12,5,50,0,0
0,12,8,52,1,0
0,15,8,43,1,0
0,NA,NA,17,0,0
0,11.5,10,52,1,0
0,12,9,49,0,0
0,11.5,8,46,1,1
0,12,6,18,0,0
1,15,6,51,1,0
0,NA,7,19,0,0
0,15,7,51,0,0
0,12,8,49,1,0
0,NA,8,18,0,0
0,11.5,4,42,1,0
0,11.5,10,45,1,1
0,11.5,8,45,1,0
0,18,8,66,0,0
0,18,7,44,1,0
0,13,10,19,1,0
0,NA,10,19,1,0
0,NA,9,18,0,0
0,13,10,19,0,0
0,16,6,47,0,0
0,16,7,44,1,1
0,9,4,40,0,0
0,11.5,7,34,1,0
0,15,8,51,0,0
0,13,8,20,1,1
0,15,8,32,1,0
0,10.5,0,72,1,0
0,10.5,0,72,0,0
0,16,2,60,1,0
0,12,9,56,1,0
0,11.5,5,44,1,0
0,15,10,42,0,0
0,12,8,48,0,0
0,13.5,8,44,1,0
0,13,9,18,0,0
0,9,7,41,1,1
0,7,6,23,1,1
0,9,10,20,0,1
0,NA,9,19,1,1
0,11.5,8,49,1,0
0,12,9,18,1,0
0,18,9,45,1,0
0,NA,NA,17,0,0
0,9,4,47,1,0
0,NA,3,21,0,0
0,13,8,46,1,0
0,14.5,8,49,1,0
0,13,NA,17,1,0
0,18,6,56,0,0
0,9,5,46,0,0
0,13,6,45,1,1
0,10,7,20,0,0
0,NA,NA,17,1,0
0,13,7,55,0,0
0,18,5,55,1,0
0,NA,NA,17,1,0
0,18,8,47,1,0
0,10,10,18,1,0
0,15,6,51,0,0
0,18,10,43,1,0
0,13,8,20,0,0
0,15,8,53,0,0
0,18,8,46,1,0
0,11,5,54,0,0
0,11.5,8,39,1,1
0,11.5,3,40,1,0
0,12,4,47,1,1
0,13,8,20,1,0
0,11.5,7,44,1,0
0,NA,8,20,1,0
0,NA,NA,17,1,0
0,18,10,50,1,0
1,10.5,5,48,0,0
0,9,10,41,1,0
0,14,8,53,0,0
0,NA,8,22,1,0
0,11.5,8,46,0,1
0,11.5,8,21,1,0
0,12,10,35,1,0
0,10.5,5,34,1,0
0,11.5,8,38,0,0
0,10,9,35,1,0
0,13.5,6,46,0,0
0,13.5,7,44,1,0
0,10,NA,17,0,0
0,13.5,4,51,0,0
0,18,8,46,1,0
0,10.5,5,52,1,0
0,18,8,50,0,0
0,18,8,49,1,0
0,9,5,36,1,0
0,11.5,7,48,1,0
0,11.5,9,49,0,0
0,NA,10,21,1,0
0,10,8,18,1,0
0,10,7,18,1,0
0,11,4,52,0,1
0,10,NA,17,1,0
0,15,7,55,0,0
0,12,4,51,1,0
0,10,10,21,1,0
0,10,7,19,0,0
0,NA,NA,17,1,0
0,16,3,48,1,0
0,NA,7,18,0,0
0,11,7,35,1,0
0,13.5,8,48,0,0
0,15,8,46,1,0
0,9,3,63,0,0
0,11.5,6,61,1,0
0,11.5,8,37,1,0
0,9,6,19,0,0
0,13.5,9,45,1,0
0,13.5,8,43,0,0
0,13.5,7,46,0,1
0,12,3,37,1,1
0,10,NA,17,0,1
0,10.5,7,43,1,0
0,7,NA,17,0,0
0,10.5,1,50,0,0
0,12,8,47,1,0
0,16,4,47,0,0
0,18,8,46,1,0
0,NA,NA,17,0,0
0,14.5,7,38,1,0
0,11.5,8,53,0,0
0,13.5,10,49,1,0
0,NA,9,20,0,0
0,NA,10,18,0,0
0,12,4,42,1,0
1,NA,3,22,1,0
1,9,10,19,1,1
0,11.5,5,47,1,0
0,NA,NA,17,0,1
0,15,8,55,0,0
0,12,8,53,1,0
0,12,9,20,0,0
0,10,9,19,0,0
0,11,8,42,0,1
0,12,7,38,1,1
0,15,7,51,0,0
0,11.5,8,48,1,0
0,13,9,18,0,0
0,13,8,18,0,0
0,18,7,42,0,0
0,18,8,38,1,0
0,11,5,44,1,1
0,9,7,42,0,1
0,NA,3,47,1,1
0,9,6,39,1,0
0,14.5,8,47,0,0
0,14.5,9,46,1,0
0,NA,NA,17,0,0
0,NA,NA,17,0,0
0,10.5,8,47,0,0
0,12,10,46,1,0
0,12,8,59,0,0
0,13,3,51,1,0
0,12,3,24,1,0
0,13,10,22,0,0
0,NA,9,20,1,0
0,10,9,18,0,0
0,NA,NA,17,0,0
0,12,7,49,1,0
0,NA,8,19,1,0
0,15,9,43,1,0
0,15,3,53,1,0
0,NA,7,18,1,0
0,16,8,54,1,0
0,13,8,18,1,0
0,18,7,47,0,0
0,18,10,39,1,0
0,11.5,7,58,0,0
0,15,8,48,1,1
0,13.5,5,50,0,0
0,14,6,49,1,0
0,18,8,48,1,0
0,NA,NA,17,1,0
0,12,8,39,1,0
0,10.5,10,49,1,0
0,10,10,19,1,0
0,10,NA,17,0,0
0,10.5,7,43,0,0
0,15,8,49,0,0
0,15,9,48,1,0
0,12,8,50,1,0
1,11.5,3,32,1,1
0,18,10,53,0,0
0,18,7,50,1,0
0,NA,9,18,0,0
0,14,6,53,1,0
0,13,8,20,0,0
0,12,1,41,1,1
0,NA,NA,17,1,1
0,13,9,41,1,1
0,14.5,3,49,1,0
0,NA,NA,17,1,0
0,12,4,48,0,0
0,15,9,39,1,1
0,11.5,6,48,1,1
0,12,4,51,1,0
0,10,8,55,0,1
0,10,8,49,1,1
0,13,8,20,1,1
0,NA,5,18,1,1
0,16,8,47,1,0
0,NA,8,18,1,0
0,14.5,10,42,1,0
0,12,6,50,1,0
0,NA,5,18,1,0
0,18,8,49,0,0
0,15,7,44,1,0
0,9,1,80,1,0
0,11.5,9,45,1,0
0,11.5,8,40,0,0
0,10,5,36,1,1
0,18,8,50,0,1
0,18,7,50,1,0
0,13,8,49,0,0
0,12,7,45,1,0
0,11,4,46,1,0
1,10,10,19,1,0
0,NA,NA,17,1,0
0,10.5,5,46,0,0
0,18,9,54,0,0
0,13,6,46,0,0
0,11.5,4,40,1,0
0,NA,4,18,1,0
0,11.5,9,41,1,0
0,14,7,43,0,0
0,14,7,36,1,0
0,NA,5,52,1,0
0,NA,NA,17,0,0
0,8.5,6,51,0,0
1,7,9,19,0,0
0,NA,4,18,1,0
0,10.5,7,43,1,0
0,12,2,46,1,0
0,10,NA,17,0,0
0,13.5,6,39,0,0
0,10.5,5,50,1,0
0,10,4,20,0,1
0,16,7,51,0,0
0,16,8,42,1,0
0,9,9,43,0,1
0,10.5,9,39,1,1
0,11.5,9,37,1,0
0,18,3,61,0,0
0,18,8,56,1,0
0,13,9,24,1,0
0,11.5,5,40,1,0
0,11.5,6,45,0,1
0,11.5,6,41,1,1
0,10,10,20,0,1
0,18,7,44,1,0
0,NA,NA,17,0,0
0,11.5,6,49,0,0
0,9,8,39,1,0
0,10.5,10,40,1,0
0,11,6,44,0,0
0,16,9,38,1,0
0,14,3,55,1,0
0,18,8,52,1,1
0,NA,9,22,1,0
0,9,8,51,0,1
0,11,8,52,1,1
0,12,8,19,0,1
0,10,8,18,1,1
0,10,NA,17,1,1
0,13,9,56,0,0
0,11.5,8,49,1,1
0,13,9,21,1,0
0,NA,10,18,1,0
0,18,8,43,0,0
0,14.5,8,41,1,0
0,10,8,29,1,1
0,11.5,1,33,0,1
0,11.5,10,41,0,0
0,15,7,52,1,0
0,9,7,35,1,0
0,14,1,50,0,0
0,12,9,49,1,0
0,NA,9,18,0,0
0,13,7,49,0,0
0,12,8,40,1,0
0,9,8,56,1,0
0,11.5,10,46,1,0
0,NA,9,18,1,0
0,15,6,52,0,0
0,16,7,50,1,0
0,16,7,35,1,1
0,18,5,47,0,0
0,18,8,43,1,0
0,18,10,48,0,0
0,18,7,36,1,0
0,10.5,8,43,0,1
0,NA,9,18,1,1
0,12,4,42,1,0
0,10,NA,17,0,0
0,15,8,43,0,0
0,11.5,5,38,1,0
0,11.5,7,41,1,0
0,18,9,54,0,0
0,18,5,52,1,0
0,10.5,8,48,1,0
0,11.5,9,45,1,0
0,12,5,53,1,1
0,11.5,7,38,1,0
0,18,7,53,0,0
0,11.5,9,51,1,0
0,13,10,19,1,0
0,10,NA,17,0,0
0,10.5,10,45,1,0
0,14,8,46,0,0
0,11,7,43,1,0
0,9,10,18,1,0
0,11.5,7,39,0,0
0,18,9,38,1,0
0,8.5,5,56,0,1
0,10.5,5,50,0,0
0,9,NA,17,0,0
0,11,7,38,0,0
0,11.5,9,37,1,0
0,11.5,9,48,1,0
0,10.5,5,21,1,0
0,11.5,6,57,1,0
0,15,8,54,0,0
0,10,7,21,1,0
0,13,9,18,0,0
0,NA,NA,17,1,0
1,10.5,2,34,1,0
0,10.5,8,35,0,0
0,18,2,48,1,0
0,18,6,48,0,0
0,15,7,38,1,0
0,18,7,45,1,0
0,15,8,46,0,0
0,12,7,42,1,0
0,12,8,39,0,0
0,18,9,54,0,1
0,18,3,47,1,0
0,18,7,46,0,0
0,15,6,49,0,0
0,13.5,8,46,1,0
0,11.5,5,52,0,0
0,15,5,52,0,0
0,11.5,5,46,1,0
1,10.5,2,40,0,1
0,9,3,35,1,0
0,10.5,4,47,1,0
0,10.5,7,46,0,0
0,NA,8,19,1,0
0,9,NA,17,1,0
0,18,9,46,0,0
0,15,6,38,1,0
0,11.5,7,49,1,0
0,10,NA,17,0,0
0,18,8,47,0,0
0,18,9,44,1,1
0,11.5,8,43,1,0
0,10.5,8,49,0,0
0,11.5,9,46,1,0
0,NA,NA,17,1,0
0,11.5,8,43,1,0
0,10,4,20,0,0
0,10,NA,17,1,0
0,12,6,43,0,0
0,11,6,46,0,1
0,11.5,9,43,1,0
0,13,10,19,1,0
0,NA,8,18,0,0
0,10.5,6,56,0,1
0,10,3,49,1,0
0,18,6,50,0,0
0,18,8,46,0,1
0,18,8,44,1,1
0,11.5,7,48,0,0
0,9,7,18,0,0
0,18,3,48,0,0
0,18,9,43,1,0
0,NA,NA,17,0,0
0,16,7,46,0,0
0,11.5,7,40,1,0
0,14.5,9,45,1,0
0,11.5,9,43,0,0
0,10.5,10,32,1,0
0,10.5,6,48,0,0
0,11.5,3,48,0,0
0,12,3,47,1,0
0,NA,8,20,1,0
0,10,8,18,0,0
0,7,5,48,0,0
0,10.5,7,43,1,0
0,14,5,45,0,0
0,15,3,44,1,0
0,18,6,48,0,0
0,12,7,41,1,1
0,10,1,44,1,1
0,11,10,48,1,1
0,NA,NA,17,1,0
0,10.5,7,51,0,0
0,10,6,50,1,0
0,NA,8,19,0,0
0,11.5,9,34,1,0
0,10,7,44,0,0
0,10.5,8,36,1,0
0,NA,5,33,0,0
0,14.5,5,41,1,0
0,10.5,6,30,0,0
0,10,NA,17,1,0
0,18,8,47,1,0
1,14.5,7,24,1,0
0,14.5,9,31,0,1
0,12,4,21,1,0
1,9,5,24,0,0
0,10,10,25,1,1
0,11.5,5,41,1,0
0,18,9,28,0,1
1,NA,6,22,1,0
0,10.5,7,24,1,0
0,NA,5,59,0,0
0,NA,5,48,1,0
0,18,3,53,0,0
0,16,7,45,1,0
0,13,5,22,0,0
0,NA,5,42,0,0
0,13,5,20,1,0
0,18,10,37,0,0
1,10,5,19,1,0
0,14.5,7,22,1,0
0,13.5,10,24,0,0
0,18,10,24,0,0
0,13,6,24,0,0
0,12,8,25,0,0
0,11.5,9,39,1,0
0,11.5,3,47,1,0
0,13,7,20,1,0
0,9,NA,17,0,0
0,10.5,9,22,0,1
0,13.5,9,22,1,0
0,18,7,48,0,1
1,18,7,45,1,0
0,14,9,38,0,0
0,16,9,35,1,1
0,13,10,40,0,0
0,12,7,35,1,0
0,18,5,43,0,0
0,18,8,36,1,0
0,14,8,45,0,0
0,16,7,42,1,0
0,11.5,8,40,0,1
0,11.5,8,39,1,1
0,18,8,44,0,0
0,15,6,44,1,0
0,12,10,33,0,1
0,11.5,7,28,1,1
0,15,8,51,1,1
0,15,7,48,0,0
0,11.5,8,34,0,0
0,11.5,5,33,1,0
0,11.5,9,43,1,0
0,11.5,8,43,0,0
0,12,8,35,0,1
0,12,9,33,1,1
0,11.5,6,36,0,0
0,12,8,31,1,0
0,11.5,7,47,1,0
0,11.5,8,35,0,0
0,13,5,34,1,0
0,14.5,7,46,0,0
0,11.5,8,45,1,0
0,18,9,49,0,0
0,18,7,44,1,0
0,11.5,8,44,0,0
0,16,9,44,1,0
0,12,3,45,1,1
0,15,8,45,0,1
0,18,9,43,0,0
0,18,9,40,1,0
0,18,10,36,0,0
0,18,10,33,1,0
1,7,2,36,0,1
0,7,5,32,1,1
0,9,8,52,0,0
0,11.5,7,33,1,0
0,12,8,48,1,0
0,12,9,44,0,1
0,NA,10,18,1,1
0,13.5,3,46,0,0
0,11.5,8,45,1,0
0,11.5,6,39,0,1
0,10.5,7,38,1,1
0,15,5,50,0,1
0,15,4,41,1,0
0,13,8,45,0,0
0,18,9,45,1,0
0,18,10,48,1,0
0,18,9,46,0,0
0,10,10,35,1,1
0,16,10,43,0,1
0,10.5,7,39,0,1
0,13,9,36,1,1
0,15,5,40,1,1
0,15,9,36,0,1
0,11.5,7,50,0,0
0,12,7,42,1,1
0,11.5,9,41,0,1
0,13.5,7,38,1,0
0,11.5,6,49,0,1
0,16,8,48,1,0
0,10.5,7,41,0,1
0,11,6,40,1,1
0,12,8,37,0,0
0,11.5,7,35,1,0
0,16,10,41,0,0
0,11.5,6,42,0,1
0,18,8,40,1,0
0,11.5,8,42,1,0
0,10.5,5,48,0,0
0,12,8,40,1,0
0,11.5,7,44,0,0
0,14,3,41,1,0
0,NA,NA,17,1,0
0,10.5,2,43,0,1
0,14.5,5,40,1,0
0,11,3,39,1,0
0,14,10,40,0,0
0,15,8,40,1,0
0,7,1,36,0,1
0,13.5,8,45,1,0
0,9,7,43,0,1
0,9,8,21,0,1
0,14,6,41,1,0
0,14,9,28,1,0
0,18,9,39,0,0
0,15,4,34,1,0
0,9,8,28,1,1
0,10,7,37,0,1
0,11,7,33,1,1
0,9,8,33,1,0
0,14.5,9,37,0,0
0,15,9,49,0,1
0,16,8,42,1,1
0,9,4,51,0,1
0,11.5,4,33,1,0
1,10,4,42,0,1
1,11.5,5,38,1,0
0,15,10,44,0,1
1,15,9,33,1,1
0,9,10,44,0,1
0,15,9,37,1,1
0,10,6,38,1,1
0,18,8,48,0,0
0,18,8,43,1,0
0,10.5,6,45,0,0
0,11.5,7,41,1,0
0,17,8,49,0,0
0,18,9,43,1,0
0,11.5,7,42,1,1
0,18,5,47,0,1
0,NA,8,46,1,1
0,12,6,49,0,0
0,18,8,40,1,0
0,14,7,35,0,1
0,11.5,10,35,1,1
0,11.5,8,31,1,0
0,10.5,7,35,0,0
0,10.5,3,32,1,0
0,10.5,8,42,1,0
0,10.5,9,21,0,0
0,10.5,7,39,0,1
0,11.5,9,34,1,1
0,15,9,50,0,1
0,12,6,42,1,0
0,10.5,1,47,1,1
0,13,8,40,0,0
0,11,8,41,0,1
0,10,8,39,1,1
0,10.5,7,36,1,0
0,15,9,51,0,0
0,11.5,7,44,1,0
0,NA,7,19,0,0
0,NA,NA,17,1,0
0,11.5,4,48,1,0
0,12,7,45,1,0
0,11.5,9,39,0,0
0,11.5,5,33,1,0
0,9,8,39,1,0
0,10,10,19,0,1
0,10.5,5,36,0,1
0,18,10,46,1,0
0,15,3,43,0,0
0,14.5,4,40,1,0
0,14,8,48,0,1
0,18,9,46,1,0
0,11.5,7,52,0,0
0,11.5,7,48,1,1
0,16,6,51,0,0
0,10,8,48,1,0
0,NA,10,18,1,0
0,10,3,45,0,1
0,11.5,5,42,1,1
0,10,10,20,1,1
0,10,10,18,1,1
0,12,9,35,1,0
0,12,3,46,0,0
0,13.5,8,44,1,0
0,10.5,9,42,0,0
0,18,7,58,0,1
0,11.5,9,38,1,1
0,10.5,8,38,0,0
0,10.5,5,33,1,0
0,18,8,51,1,0
0,9,8,44,1,0
0,11.5,7,43,0,0
0,12,6,46,0,1
0,11.5,9,41,1,0
0,18,5,43,0,0
0,18,9,41,1,1
0,11.5,8,42,1,0
0,11.5,9,41,0,0
0,11.5,10,33,0,1
0,13.5,7,33,1,1
0,12,5,44,0,0
0,11.5,9,35,1,0
0,11,7,46,0,0
0,11.5,9,43,1,0
0,11.5,7,40,0,0
0,11.5,7,39,1,0
0,18,9,43,0,1
0,15,7,42,1,1
0,12,9,48,1,1
0,11,8,41,0,1
0,10,8,18,1,1
0,10.5,3,47,0,0
0,10.5,3,44,1,0
0,10.5,8,36,1,1
0,9,8,40,0,1
0,9,6,28,1,0
1,15,8,38,0,1
0,18,9,38,1,1
0,12,8,47,0,0
0,14.5,7,46,1,0
0,14.5,9,37,0,0
0,18,7,29,1,1
0,7,4,27,1,0
0,18,9,42,0,0
0,18,9,37,1,0
0,18,7,50,0,0
0,18,6,46,1,0
0,NA,NA,17,0,0
0,11.5,3,46,0,0
0,11.5,8,45,1,0
0,NA,NA,17,0,0
0,12,9,31,1,0
0,9,9,31,0,0
0,13,7,48,0,0
0,13,4,43,1,0
0,11.5,8,37,0,0
0,10.5,3,54,0,0
0,11.5,8,41,1,0
0,11.5,5,44,0,0
0,10,5,37,1,0
0,11.5,9,43,1,0
0,18,8,48,0,0
0,12,2,33,1,0
1,10.5,4,28,1,0
1,10.5,7,31,0,0
0,18,8,36,1,0
0,11.5,8,35,0,0
0,18,9,39,1,0
0,18,8,46,0,0
0,18,7,45,1,0
0,16,8,39,1,0
0,12,9,35,0,0
0,18,9,44,1,0
0,13,6,43,0,0
0,11,5,38,0,1
0,10,4,34,1,0
0,18,9,43,1,0
0,7,8,33,1,0
0,10.5,5,35,0,0
0,12,7,37,1,0
0,11.5,7,37,0,0
0,11.5,8,29,1,0
0,14.5,6,34,0,0
0,11.5,7,50,1,0
0,NA,9,18,1,0
0,16,9,38,0,0
